ngram	w1	w2	n
tetap_me-ngedepankan	tetap	me-ngedepankan	3
trotoar_depan	trotoar	depan	3
untuk_kedepan	untuk	kedepan	3
waktu_kedepan	waktu	kedepan	3
warung_depan	warung	depan	3
wilayah_terdepan	wilayah	terdepan	3
yang_menge-depankan	yang	menge-depankan	3
ada_didepan	ada	didepan	2
ada_didepannya	ada	didepannya	2
akan_me-ngedepankan	akan	me-ngedepankan	2
bahwa_kedepannya	bahwa	kedepannya	2
bangku_depan	bangku	depan	2
berada_didepan	berada	didepan	2
bola_depan	bola	depan	2
bu-lan_depan	bu-lan	depan	2
bundel_depan	bundel	depan	2
dan_kedepankan	dan	kedepankan	2
dapat_mengedepankan	dapat	mengedepankan	2
dengan_menge-depankan	dengan	menge-depankan	2
depan_2MP	depan	2MP	2
depan_agenda	depan	agenda	2
depan_alumni	depan	alumni	2
depan_aman	depan	aman	2
depan_amat	depan	amat	2
depan_anggaran	depan	anggaran	2
depan_animo	depan	animo	2
depan_apabila	depan	apabila	2
depan_apalagi	depan	apalagi	2
depan_asrama	depan	asrama	2
depan_atlet-atlet	depan	atlet-atlet	2
depan_awak	depan	awak	2
depan_bahwa	depan	bahwa	2
depan_bandara	depan	bandara	2
depan_bangkai	depan	bangkai	2
depan_beber	depan	beber	2
depan_bebernya	depan	bebernya	2
depan_bentuk	depan	bentuk	2
depan_berbagai	depan	berbagai	2
depan_bersama-sama	depan	bersama-sama	2
depan_bersamaan	depan	bersamaan	2
depan_bertambah	depan	bertambah	2
depan_berusia	depan	berusia	2
depan_biasanya	depan	biasanya	2
depan_bicara	depan	bicara	2
depan_bintang	depan	bintang	2
depan_buatan	depan	buatan	2
depan_bukanlah	depan	bukanlah	2
depan_bumi	depan	bumi	2
depan_bunga	depan	bunga	2
depan_busana	depan	busana	2
depan_cermin	depan	cermin	2
depan_curah	depan	curah	2
depan_dada	depan	dada	2
depan_daerah-daerah	depan	daerah-daerah	2
depan_dampaknya	depan	dampaknya	2
depan_dewan	depan	dewan	2
depan_dibangun	depan	dibangun	2
depan_dibuat	depan	dibuat	2
depan_difokuskan	depan	difokuskan	2
depan_digelar	depan	digelar	2
depan_digital	depan	digital	2
depan_diha-rapkan	depan	diha-rapkan	2
depan_dilaksanakan	depan	dilaksanakan	2
depan_dilengkapi	depan	dilengkapi	2
depan_dinas	depan	dinas	2
depan_dinilai	depan	dinilai	2
depan_dipegang	depan	dipegang	2
depan_disebut	depan	disebut	2
depan_disergap	depan	disergap	2
depan_dos	depan	dos	2
depan_duet	depan	duet	2
depan_dukungan	depan	dukungan	2
depan_e-warung	depan	e-warung	2
depan_etalase	depan	etalase	2
depan_event	depan	event	2
depan_fans	depan	fans	2
depan_front	depan	front	2
depan_fungsi	depan	fungsi	2
depan_gang	depan	gang	2
depan_gerai	depan	gerai	2
depan_giliran	depan	giliran	2
depan_grup	depan	grup	2
depan_halte	depan	halte	2
depan_handset	depan	handset	2
depan_hasil	depan	hasil	2
depan_hubungan	depan	hubungan	2
depan_impor	depan	impor	2
depan_induk	depan	induk	2
depan_inflasi	depan	inflasi	2
depan_intensitas	depan	intensitas	2
depan_istri	depan	istri	2
depan_istrinya	depan	istrinya	2
depan_izin	depan	izin	2
depan_jagung	depan	jagung	2
depan_jembatan	depan	jembatan	2
depan_juara	depan	juara	2
depan_jumlahnya	depan	jumlahnya	2
depan_juri	depan	juri	2
depan_ka-mi	depan	ka-mi	2
depan_kabin	depan	kabin	2
depan_kabupaten	depan	kabupaten	2
depan_kaki	depan	kaki	2
depan_kap	depan	kap	2
depan_kare-na	depan	kare-na	2
depan_kediaman	depan	kediaman	2
depan_keduanya	depan	keduanya	2
depan_kedutaan	depan	kedutaan	2
depan_kembali	depan	kembali	2
depan_keputusan	depan	keputusan	2
depan_kereta	depan	kereta	2
depan_kerja	depan	kerja	2
depan_kerumunan	depan	kerumunan	2
depan_ketidakpastian	depan	ketidakpastian	2
depan_keuangan	depan	keuangan	2
depan_koalisi	depan	koalisi	2
depan_komposisi	depan	komposisi	2
depan_konflik	depan	konflik	2
depan_kongres	depan	kongres	2
depan_kualitas	depan	kualitas	2
depan_kuncinya	depan	kuncinya	2
depan_lagi	depan	lagi	2
depan_lah	depan	lah	2
depan_langsung	depan	langsung	2
depan_lembaga	depan	lembaga	2
depan_lima	depan	lima	2
depan_lingkungan	depan	lingkungan	2
depan_mal	depan	mal	2
depan_mall-mall	depan	mall-mall	2
depan_manajemen	depan	manajemen	2
depan_manusia	depan	manusia	2
depan_mari	depan	mari	2
depan_mau	depan	mau	2
depan_melibatkan	depan	melibatkan	2
depan_melihat	depan	melihat	2
depan_membangun	depan	membangun	2
depan_mencoba	depan	mencoba	2
depan_mengalami	depan	mengalami	2
depan_menggunakan	depan	menggunakan	2
depan_menghadapi	depan	menghadapi	2
depan_mengingatkan	depan	mengingatkan	2
depan_mengisi	depan	mengisi	2
depan_meningkat	depan	meningkat	2
depan_menjadikan	depan	menjadikan	2
depan_menuju	depan	menuju	2
depan_minggu	depan	minggu	2
depan_model	depan	model	2
depan_mukanya	depan	mukanya	2
depan_mulutnya	depan	mulutnya	2
depan_murid	depan	murid	2
depan_negara-negara	depan	negara-negara	2
depan_nelayan	depan	nelayan	2
depan_olahraga	depan	olahraga	2
depan_paparnya	depan	paparnya	2
depan_pariwisata	depan	pariwisata	2
depan_pasangannya	depan	pasangannya	2
depan_pasien	depan	pasien	2
depan_pecah	depan	pecah	2
depan_pembalap	depan	pembalap	2
depan_pembayaran	depan	pembayaran	2
depan_pembenahan	depan	pembenahan	2
depan_pemberian	depan	pemberian	2
depan_pemimpin	depan	pemimpin	2
depan_pemkab	depan	pemkab	2
depan_pemkot	depan	pemkot	2
depan_pendapatannya	depan	pendapatannya	2
depan_peneliti	depan	peneliti	2
depan_penerimaan	depan	penerimaan	2
depan_pengadilan	depan	pengadilan	2
depan_penggunaan	depan	penggunaan	2
depan_pengunjung	depan	pengunjung	2
depan_penjualan	depan	penjualan	2
depan_penting	depan	penting	2
depan_penyerapan	depan	penyerapan	2
depan_peran	depan	peran	2
depan_perang	depan	perang	2
depan_perekonomian	depan	perekonomian	2
depan_periode	depan	periode	2
depan_perjanjian	depan	perjanjian	2
depan_perjuangan	depan	perjuangan	2
depan_perkembangan	depan	perkembangan	2
depan_perpustakaan	depan	perpustakaan	2
depan_pertempuran	depan	pertempuran	2
depan_pertigaan	depan	pertigaan	2
depan_perwakilan	depan	perwakilan	2
depan_pesannya	depan	pesannya	2
depan_pihak-nya	depan	pihak-nya	2
depan_pimpinan	depan	pimpinan	2
depan_pindah	depan	pindah	2
depan_pinta	depan	pinta	2
depan_pohon	depan	pohon	2
depan_pola	depan	pola	2
depan_ponsel	depan	ponsel	2
depan_porsi	depan	porsi	2
depan_praktis	depan	praktis	2
depan_program-program	depan	program-program	2
depan_pusara	depan	pusara	2
depan_pusat	depan	pusat	2
depan_red	depan	red	2
depan_rincian	depan	rincian	2
depan_ringsek	depan	ringsek	2
depan_robot	depan	robot	2
depan_ru-mah	depan	ru-mah	2
depan_ruko	depan	ruko	2
depan_rumah-nya	depan	rumah-nya	2
depan_sambung	depan	sambung	2
depan_sambungnya	depan	sambungnya	2
depan_sang	depan	sang	2
depan_sangatlah	depan	sangatlah	2
depan_se	depan	se	2
depan_se-hingga	depan	se-hingga	2
depan_se-telah	depan	se-telah	2
depan_sebagian	depan	sebagian	2
depan_sebanyak	depan	sebanyak	2
depan_segalanya	depan	segalanya	2
depan_sektor	depan	sektor	2
depan_selalu	depan	selalu	2
depan_selama	depan	selama	2
depan_siapapun	depan	siapapun	2
depan_simpul	depan	simpul	2
depan_sisi	depan	sisi	2
depan_skuad	depan	skuad	2
depan_stan	depan	stan	2
depan_su-dah	depan	su-dah	2
depan_sumber	depan	sumber	2
depan_superblok	depan	superblok	2
depan_tabung	depan	tabung	2
depan_tahun	depan	tahun	2
depan_taman	depan	taman	2
depan_tamu	depan	tamu	2
depan_tanggul	depan	tanggul	2
depan_tank	depan	tank	2
depan_telepon	depan	telepon	2
depan_tenda	depan	tenda	2
depan_tentunya	depan	tentunya	2
depan_tergantung	depan	tergantung	2
depan_terjadi	depan	terjadi	2
depan_ternyata	depan	ternyata	2
depan_tertulis	depan	tertulis	2
depan_ti-dak	depan	ti-dak	2
depan_tidaklah	depan	tidaklah	2
depan_tribun	depan	tribun	2
depan_trio	depan	trio	2
depan_tugas	depan	tugas	2
depan_tugu	depan	tugu	2
depan_tukas-nya	depan	tukas-nya	2
depan_tulis	depan	tulis	2
depan_turun	depan	turun	2
depan_tutupnya	depan	tutupnya	2
depan_un-tuk	depan	un-tuk	2
depan_usai	depan	usai	2
depan_usulan	depan	usulan	2
depanlah_yang	depanlah	yang	2
depannya_agar	depannya	agar	2
depannya_atau	depannya	atau	2
depannya_bagaimana	depannya	bagaimana	2
depannya_dirinya	depannya	dirinya	2
depannya_harus	depannya	harus	2
depannya_karena	depannya	karena	2
depannya_kemarin	depannya	kemarin	2
depannya_lagi	depannya	lagi	2
depannya_langkah	depannya	langkah	2
depannya_mampu	depannya	mampu	2
depannya_masuk	depannya	masuk	2
depannya_memang	depannya	memang	2
depannya_membuat	depannya	membuat	2
depannya_menjadi	depannya	menjadi	2
depannya_pihaknya	depannya	pihaknya	2
depannya_prestasi	depannya	prestasi	2
depannya_saat	depannya	saat	2
depannya_saja	depannya	saja	2
depannya_sendiri	depannya	sendiri	2
depannya_tapi	depannya	tapi	2
depannya_target	depannya	target	2
depannya_terang	depannya	terang	2
depannya_terdapat	depannya	terdapat	2
depannya_terlepas	depannya	terlepas	2
depannya_termasuk	depannya	termasuk	2
depannya_tim	depannya	tim	2
deretan_terdepan	deretan	terdepan	2
di_depanku	di	depanku	2
di_depanya	di	depanya	2
di_tengah-depan	di	tengah-depan	2
dia_mengedepankan	dia	mengedepankan	2
didepan_dan	didepan	dan	2
didepan_rumah	didepan	rumah	2
diharapkan_mengedepankan	diharapkan	mengedepankan	2
dikedepankan_di	dikedepankan	di	2
dikedepankan_ialah	dikedepankan	ialah	2
dikedepankan_karena	dikedepankan	karena	2
dikedepankan_oleh	dikedepankan	oleh	2
dikedepankan_yakni	dikedepankan	yakni	2
dinding_depan	dinding	depan	2
finish_terdepan	finish	terdepan	2
front_terdepan	front	terdepan	2
gerbang_terdepan	gerbang	terdepan	2
gigi_depan	gigi	depan	2
gril_depan	gril	depan	2
grille_depan	grille	depan	2
harapkan_kedepannya	harapkan	kedepannya	2
harus_mengedepan-kan	harus	mengedepan-kan	2
harus_terdepan	harus	terdepan	2
huruf_depan	huruf	depan	2
indepanden_ini	indepanden	ini	2
ingin_kedepannya	ingin	kedepannya	2
jauh_kedepan	jauh	kedepan	2
justru_mengedepankan	justru	mengedepankan	2
kami_mengedepankan	kami	mengedepankan	2
karena_kedepannya	karena	kedepannya	2
kawasan_depan	kawasan	depan	2
kedepan_ada	kedepan	ada	2
kedepan_di	kedepan	di	2
kedepan_dirinya	kedepan	dirinya	2
kedepan_hingga	kedepan	hingga	2
kedepan_ini	kedepan	ini	2
kedepan_juga	kedepan	juga	2
kedepan_karena	kedepan	karena	2
kedepan_kegiatan	kedepan	kegiatan	2
kedepan_nantinya	kedepan	nantinya	2
kedepan_papar	kedepan	papar	2
kedepan_pasti	kedepan	pasti	2
kedepan_program	kedepan	program	2
kedepan_sangat	kedepan	sangat	2
kedepan_semua	kedepan	semua	2
kedepan_serta	kedepan	serta	2
kedepan_tandas	kedepan	tandas	2
kedepan_ucap	kedepan	ucap	2
kedepan_yakni	kedepan	yakni	2
kedepannya_ada	kedepannya	ada	2
kedepannya_adalah	kedepannya	adalah	2
kedepannya_banyak	kedepannya	banyak	2
kedepannya_di	kedepannya	di	2
kedepannya_imbuh	kedepannya	imbuh	2
kedepannya_khususnya	kedepannya	khususnya	2
kedepannya_kita	kedepannya	kita	2
kedepannya_melalui	kedepannya	melalui	2
kedepannya_mereka	kedepannya	mereka	2
kedepannya_pihaknya	kedepannya	pihaknya	2
kedepannya_semakin	kedepannya	semakin	2
kedepannya_ujarnya	kedepannya	ujarnya	2
kita_kedepan	kita	kedepan	2
kontroversial_mengedepankan	kontroversial	mengedepankan	2
latar_depan	latar	depan	2
lebih_mengedepan-kan	lebih	mengedepan-kan	2
leher_depan	leher	depan	2
lokasi_depan	lokasi	depan	2
loket_depan	loket	depan	2
maka_kedepan	maka	kedepan	2
martir_terdepan	martir	terdepan	2
masyarakat_mengedepankan	masyarakat	mengedepankan	2
medan_terdepan	medan	terdepan	2
menatap_kedepan	menatap	kedepan	2
mengatakan_kedepan	mengatakan	kedepan	2
menge-depankan_kualitas	menge-depankan	kualitas	2
mengedepan_dalam	mengedepan	dalam	2
mengedepan_dari	mengedepan	dari	2
mengedepankan_aspirasi	mengedepankan	aspirasi	2
mengedepankan_azas	mengedepankan	azas	2
mengedepankan_bahwa	mengedepankan	bahwa	2
mengedepankan_budaya	mengedepankan	budaya	2
mengedepankan_demokrasi	mengedepankan	demokrasi	2
mengedepankan_desain	mengedepankan	desain	2
mengedepankan_dialog	mengedepankan	dialog	2
mengedepankan_emosional	mengedepankan	emosional	2
mengedepankan_empat	mengedepankan	empat	2
mengedepankan_gaya	mengedepankan	gaya	2
mengedepankan_hak-hak	mengedepankan	hak-hak	2
mengedepankan_hati	mengedepankan	hati	2
mengedepankan_hegemoni	mengedepankan	hegemoni	2
mengedepankan_iman	mengedepankan	iman	2
mengedepankan_integritas	mengedepankan	integritas	2
mengedepankan_kaidah	mengedepankan	kaidah	2
mengedepankan_kemajuan	mengedepankan	kemajuan	2
mengedepankan_kepen-tingan	mengedepankan	kepen-tingan	2
mengedepankan_kerja	mengedepankan	kerja	2
mengedepankan_kesantunan	mengedepankan	kesantunan	2
mengedepankan_kesatuan	mengedepankan	kesatuan	2
mengedepankan_kesehatan	mengedepankan	kesehatan	2
mengedepankan_keuntungan	mengedepankan	keuntungan	2
mengedepankan_pada	mengedepankan	pada	2
mengedepankan_pemahaman	mengedepankan	pemahaman	2
mengedepankan_pemberdayaan	mengedepankan	pemberdayaan	2
mengedepankan_penataan	mengedepankan	penataan	2
mengedepankan_penegakan	mengedepankan	penegakan	2
mengedepankan_peningkatan	mengedepankan	peningkatan	2
mengedepankan_peran	mengedepankan	peran	2
mengedepankan_persaingan	mengedepankan	persaingan	2
mengedepankan_prestasi	mengedepankan	prestasi	2
mengedepankan_safety	mengedepankan	safety	2
mengedepankan_sejumlah	mengedepankan	sejumlah	2
mengedepankan_skala	mengedepankan	skala	2
mengedepankan_tokoh-tokoh	mengedepankan	tokoh-tokoh	2
mengedepankan_tugas	mengedepankan	tugas	2
mengedepankan_visi	mengedepankan	visi	2
mengharapkan_kedepan	mengharapkan	kedepan	2
mereka_kedepankan	mereka	kedepankan	2
mini_depan	mini	depan	2
mulai_depan	mulai	depan	2
mulai_terdepan	mulai	terdepan	2
namun_kedepan	namun	kedepan	2
negara_terdepan	negara	terdepan	2
paha_depan	paha	depan	2
paling_terdepan	paling	terdepan	2
panggung_depan	panggung	depan	2
pantai_depan	pantai	depan	2
parkir_depan	parkir	depan	2
pemain-pemain_depan	pemain-pemain	depan	2
pemerintah_mengedepankan	pemerintah	mengedepankan	2
penantang_terdepan	penantang	terdepan	2
penting_dikedepankan	penting	dikedepankan	2
pergola_depan	pergola	depan	2
perlu_dikedepankan	perlu	dikedepankan	2
pertama_mengedepankan	pertama	mengedepankan	2
pertandingan_kedepan	pertandingan	kedepan	2
pertigaan_depan	pertigaan	depan	2
program_kedepan	program	kedepan	2
saf_terdepan	saf	terdepan	2
saya_mengedepankan	saya	mengedepankan	2
se-lalu_mengedepankan	se-lalu	mengedepankan	2
seharusnya_dikedepankan	seharusnya	dikedepankan	2
selasar_depan	selasar	depan	2
sepanjang_depan	sepanjang	depan	2
setahun_kedepan	setahun	kedepan	2
sudah_mengedepankan	sudah	mengedepankan	2
sudut_depan	sudut	depan	2
taman_depan	taman	depan	2
tampil_ter-depan	tampil	ter-depan	2
tampilan_depan	tampilan	depan	2
tapi_mengedepankan	tapi	mengedepankan	2
telah_mengedepankan	telah	mengedepankan	2
tembok_depan	tembok	depan	2
tenda_depan	tenda	depan	2
tengah-depan_masjid	tengah-depan	masjid	2
ter-depan_dalam	ter-depan	dalam	2
terdalam_terdepan	terdalam	terdepan	2
terdepan_ada	terdepan	ada	2
terdepan_dari	terdepan	dari	2
terdepan_itu	terdepan	itu	2
terdepan_kembali	terdepan	kembali	2
terdepan_lainnya	terdepan	lainnya	2
terdepan_mempertahankan	terdepan	mempertahankan	2
terdepan_namun	terdepan	namun	2
terdepan_perangi	terdepan	perangi	2
terdepan_sebanyak	terdepan	sebanyak	2
terdepan_sepanjang	terdepan	sepanjang	2
terdepan_setelah	terdepan	setelah	2
terdepan_yaitu	terdepan	yaitu	2
terdepan_yakni	terdepan	yakni	2
tertinggal_terdepan	tertinggal	terdepan	2
terus_dikedepankan	terus	dikedepankan	2
tetap_mengedepan-kan	tetap	mengedepan-kan	2
tetapi_mengedepankan	tetapi	mengedepankan	2
tiga_depan	tiga	depan	2
tim_terdepan	tim	terdepan	2
tombak_terdepan	tombak	terdepan	2
ujung_depan	ujung	depan	2
untuk_kedepannya	untuk	kedepannya	2
upaya_mengedepankan	upaya	mengedepankan	2
wajah_depan	wajah	depan	2
yakni_depan	yakni	depan	2
yang_kedepan	yang	kedepan	2
ada_kedepan	ada	kedepan	1
ada-lah_depan	ada-lah	depan	1
adalah_me-ngedepankan	adalah	me-ngedepankan	1
adalah_menge-depankan	adalah	menge-depankan	1
agar_depan	agar	depan	1
agar_kedepan-nya	agar	kedepan-nya	1
air_kedepannya	air	kedepannya	1
akan_menge-depankan	akan	menge-depankan	1
algoritma_terdepan	algoritma	terdepan	1
anak-anak_kedepannya	anak-anak	kedepannya	1
anda_kedepankan	anda	kedepankan	1
andalan_terdepan	andalan	terdepan	1
anggar_kedepan	anggar	kedepan	1
anggota_indepanden	anggota	indepanden	1
antaranya_depan	antaranya	depan	1
apapun_kedepankan	apapun	kedepankan	1
aparat_ter-depan	aparat	ter-depan	1
arah_kedepan	arah	kedepan	1
arti_mengedepankan	arti	mengedepankan	1
atau_dikedepankan	atau	dikedepankan	1
atau_terdepan	atau	terdepan	1
aula_depan	aula	depan	1
ba-gian_depan	ba-gian	depan	1
bagaimana_mengedepankan	bagaimana	mengedepankan	1
bagain_depan	bagain	depan	1
bagus_kedepannya	bagus	kedepannya	1
bahan_kedepan	bahan	kedepan	1
bahwa_ke-depan	bahwa	ke-depan	1
bahwasanya_kedepan	bahwasanya	kedepan	1
baik_kedepan	baik	kedepan	1
baik_mengedepankan	baik	mengedepankan	1
bakal_didepan	bakal	didepan	1
bakal_mengedepankan	bakal	mengedepankan	1
bamper_depan	bamper	depan	1
ban_depanlah	ban	depanlah	1
ban_depanmu	ban	depanmu	1
ban_depannya	ban	depannya	1
bangsa_kedepan	bangsa	kedepan	1
bangun_kedepan	bangun	kedepan	1
bangunan_depan	bangunan	depan	1
banjir_kedepan	banjir	kedepan	1
baru_depan	baru	depan	1
bbenar-benar_dikedepankan	bbenar-benar	dikedepankan	1
bekerja_didepan	bekerja	didepan	1
belum_dikedepankan	belum	dikedepankan	1
benar-be-nar_mengedepankan	benar-be-nar	mengedepankan	1
benar-benar_mengedepankan	benar-benar	mengedepankan	1
benar-benar_terdepan	benar-benar	terdepan	1
benturan-benturan_kedepan	benturan-benturan	kedepan	1
ber-harap_ke-depan	ber-harap	ke-depan	1
ber-harap_kedepan	ber-harap	kedepan	1
berada_didepannya	berada	didepannya	1
berada_terdepan	berada	terdepan	1
beranda_terdepan	beranda	terdepan	1
berarti_kedepan	berarti	kedepan	1
berat_kedepannya	berat	kedepannya	1
berdam-pak_kedepan	berdam-pak	kedepan	1
bergerak_kedepannya	bergerak	kedepannya	1
berhari_depan	berhari	depan	1
berkembang_kedepannya	berkembang	kedepannya	1
berkomitmen_terdepan	berkomitmen	terdepan	1
berlaga_didepan	berlaga	didepan	1
berlangsung_didepan	berlangsung	didepan	1
berlari_kedepan	berlari	kedepan	1
bermotor_depan	bermotor	depan	1
bernama_depan	bernama	depan	1
berperan_terdepan	berperan	terdepan	1
bertanding_mengedepankan	bertanding	mengedepankan	1
besar_depan	besar	depan	1
besar_mengedepankan	besar	mengedepankan	1
bidang_depan	bidang	depan	1
bila_kedepannya	bila	kedepannya	1
bilik_depan	bilik	depan	1
bisa_menge-depankan	bisa	menge-depankan	1
bodi_depan	bodi	depan	1
bola_kedepan	bola	kedepan	1
buat_kedepan	buat	kedepan	1
buat_kedepannya	buat	kedepannya	1
bukaan_depan	bukaan	depan	1
bukan_mengedepankan	bukan	mengedepankan	1
bulan_depanJumat	bulan	depanJumat	1
bulan_depannya	bulan	depannya	1
bulan_kedepannya	bulan	kedepannya	1
bulan-bulan_depan	bulan-bulan	depan	1
bulan-bulan_kedepan	bulan-bulan	kedepan	1
bulang_kedepan	bulang	kedepan	1
center_terdepan	center	terdepan	1
co-ver_depan	co-ver	depan	1
contoh_kedepan	contoh	kedepan	1
cover_depan	cover	depan	1
daerah-daerah_terdepan	daerah-daerah	terdepan	1
dalam_kedepannya	dalam	kedepannya	1
dalam_menge-depankan	dalam	menge-depankan	1
dalamnya_mengedepankan	dalamnya	mengedepankan	1
dan_depannya	dan	depannya	1
dan_didepan	dan	didepan	1
dan_menge-depankan	dan	menge-depankan	1
dan_mengedepan-kan	dan	mengedepan-kan	1
dapat_dike-depankan	dapat	dike-depankan	1
dapat_me-ngedepankan	dapat	me-ngedepankan	1
dapur_depan	dapur	depan	1
dari_depannya	dari	depannya	1
de-ngan_mengedepankan	de-ngan	mengedepankan	1
dekade_kedepan	dekade	kedepan	1
dekat_depan	dekat	depan	1
demikian_kedepannya	demikian	kedepannya	1
dengan_depan	dengan	depan	1
dengan_megedepankan	dengan	megedepankan	1
depan_1,3MP	depan	1,3MP	1
depan_acara	depan	acara	1
depan_adakah	depan	adakah	1
depan_agaknya	depan	agaknya	1
depan_agen	depan	agen	1
depan_air	depan	air	1
depan_ajaknya	depan	ajaknya	1
depan_ajang	depan	ajang	1
depan_ak-tivitas	depan	ak-tivitas	1
depan‎_akan	depan‎	akan	1
depan_akhir	depan	akhir	1
depan_akhirnya	depan	akhirnya	1
depan_akselerasi	depan	akselerasi	1
depan_aksi	depan	aksi	1
depan_akti-vitas	depan	akti-vitas	1
depan_alangkah	depan	alangkah	1
depan_alat	depan	alat	1
depan_alokasi	depan	alokasi	1
depan_anda	depan	anda	1
depan_anggar	depan	anggar	1
depan_angin	depan	angin	1
depan_angka	depan	angka	1
depan_angkatan	depan	angkatan	1
depan_apakah	depan	apakah	1
depan_apalah	depan	apalah	1
depan_aparatur	depan	aparatur	1
depan_api	depan	api	1
depan_aplikasi	depan	aplikasi	1
depan_arah	depan	arah	1
depan_arena	depan	arena	1
depan_arus	depan	arus	1
depan_aset	depan	aset	1
depan_aspirasi	depan	aspirasi	1
depan_atas	depan	atas	1
depan_ataupun	depan	ataupun	1
depan_aturan	depan	aturan	1
depan_audien	depan	audien	1
depan_audiens	depan	audiens	1
depan_aus	depan	aus	1
depan_awali	depan	awali	1
depan_ayahnya	depan	ayahnya	1
depan_ba-gaimana	depan	ba-gaimana	1
depan_bagus	depan	bagus	1
depan_baiknya	depan	baiknya	1
depan_bajaj	depan	bajaj	1
depan_baju	depan	baju	1
depan_bak	depan	bak	1
depan_balairung	depan	balairung	1
depan_baliho	depan	baliho	1
depan_ban	depan	ban	1
depan_bangsanya	depan	bangsanya	1
depan_bangunan-bangunan	depan	bangunan-bangunan	1
depan_bantuan	depan	bantuan	1
depan_barel	depan	barel	1
depan_basis	depan	basis	1
depan_batik	depan	batik	1
depan_bayi	depan	bayi	1
depan_bebas	depan	bebas	1
depan_beberapa	depan	beberapa	1
depan_bek	depan	bek	1
depan_bekas	depan	bekas	1
depan_ben-tuknnya	depan	ben-tuknnya	1
depan_bengkelnya	depan	bengkelnya	1
depan_bentor	depan	bentor	1
depan_ber-sama	depan	ber-sama	1
depan_ber-sama-sama	depan	ber-sama-sama	1
depan_ber-tempat	depan	ber-tempat	1
depan_berakibat	depan	berakibat	1
depan_berapa	depan	berapa	1
depan_berarti	depan	berarti	1
depan_berbangsa	depan	berbangsa	1
depan_berbentuk	depan	berbentuk	1
depan_berdasakan	depan	berdasakan	1
depan_beresolusi	depan	beresolusi	1
depan_bergoyang	depan	bergoyang	1
depan_berjumlah	depan	berjumlah	1
depan_berkaitan	depan	berkaitan	1
depan_berkasnya	depan	berkasnya	1
depan_berlambang	depan	berlambang	1
depan_berlanjut	depan	berlanjut	1
depan_bermaterikan	depan	bermaterikan	1
depan_beroperasi	depan	beroperasi	1
depan_berorientasi	depan	berorientasi	1
depan_berpo-tensi	depan	berpo-tensi	1
depan_bersanding	depan	bersanding	1
depan_bersensor	depan	bersensor	1
depan_bertatap	depan	bertatap	1
depan_berteknologi	depan	berteknologi	1
depan_bertempat	depan	bertempat	1
depan_bertemu	depan	bertemu	1
depan_berterali	depan	berterali	1
depan_berukuran	depan	berukuran	1
depan_berupa	depan	berupa	1
depan_besar	depan	besar	1
depan_bibit-bibit	depan	bibit-bibit	1
depan_bidang	depan	bidang	1
depan_bisnis	depan	bisnis	1
depan_bivak	depan	bivak	1
depan_blus	depan	blus	1
depan_bocah	depan	bocah	1
depan_boleh	depan	boleh	1
depan_bonus	depan	bonus	1
depan_bu-kan	depan	bu-kan	1
depan_bu-nga	depan	bu-nga	1
depan_budaya	depan	budaya	1
depan_buku	depan	buku	1
depan_bulutangkis	depan	bulutangkis	1
depan_bumper	depan	bumper	1
depan_buyers	depan	buyers	1
depan_cabin	depan	cabin	1
depan_calon-calon	depan	calon-calon	1
depan_candi	depan	candi	1
depan_capaian	depan	capaian	1
depan_celana	depan	celana	1
depan_cemerlang	depan	cemerlang	1
depan_cenderung	depan	cenderung	1
depan_cu-kup	depan	cu-kup	1
depan_cukup	depan	cukup	1
depan_dadanya	depan	dadanya	1
depan_daerahnya	depan	daerahnya	1
depan_daging	depan	daging	1
depan_dam-pak	depan	dam-pak	1
depan_dapur	depan	dapur	1
depan_daripada	depan	daripada	1
depan_data	depan	data	1
depan_datang	depan	datang	1
depan_defisit	depan	defisit	1
depan_demokrasi	depan	demokrasi	1
depan_denganbaik	depan	denganbaik	1
depan_dengannya	depan	dengannya	1
depan_depan	depan	depan	1
depan_desain	depan	desain	1
depan_design	depan	design	1
depan_di-harapkan	depan	di-harapkan	1
depan_dialognya	depan	dialognya	1
depan_dialokasikan	depan	dialokasikan	1
depan_diambil	depan	diambil	1
depan_diantaranya	depan	diantaranya	1
depan_diapit	depan	diapit	1
depan_diarahkan	depan	diarahkan	1
depan_diaspora	depan	diaspora	1
depan_dibiarkan	depan	dibiarkan	1
depan_dibicarakan	depan	dibicarakan	1
depan_dibikinkan	depan	dibikinkan	1
depan_dibuka	depan	dibuka	1
depan_dicukur	depan	dicukur	1
depan_difo-kuskan	depan	difo-kuskan	1
depan_difungsikan	depan	difungsikan	1
depan_digunakan	depan	digunakan	1
depan_diisi	depan	diisi	1
depan_dijadwalkan	depan	dijadwalkan	1
depan_dikatakannya	depan	dikatakannya	1
depan_dikelilingi	depan	dikelilingi	1
depan_dikembangkan	depan	dikembangkan	1
depan_dimanfaatkan	depan	dimanfaatkan	1
depan_dimu-lai	depan	dimu-lai	1
depan_dimungkinkan	depan	dimungkinkan	1
depan_dipatok	depan	dipatok	1
depan_dipenuhi	depan	dipenuhi	1
depan_diperbanyak	depan	diperbanyak	1
depan_diperkuat	depan	diperkuat	1
depan_diperlu-kan	depan	diperlu-kan	1
depan_diproyeksikan	depan	diproyeksikan	1
depan_dirawatnya	depan	dirawatnya	1
depan_direncakan	depan	direncakan	1
