ngram	w1	w2	n
belakang_birunya	belakang	birunya	1
belakang_bodinya	belakang	bodinya	1
belakang_body	belakang	body	1
belakang_buang	belakang	buang	1
belakang_bukanlah	belakang	bukanlah	1
belakang_bukit-bukit	belakang	bukit-bukit	1
belakang_bunga	belakang	bunga	1
belakang_bunga‎	belakang	bunga‎	1
belakang_bus‎	belakang	bus‎	1
belakang_celah	belakang	celah	1
belakang_celaka	belakang	celaka	1
belakang_ceritanya	belakang	ceritanya	1
belakang_cokelat	belakang	cokelat	1
belakang_contohnya	belakang	contohnya	1
belakang_cover	belakang	cover	1
belakang_crane	belakang	crane	1
belakang_curah	belakang	curah	1
belakang_dangan	belakang	dangan	1
belakang_dapur	belakang	dapur	1
belakang_dayah	belakang	dayah	1
belakang_dekat	belakang	dekat	1
belakang_delapan	belakang	delapan	1
belakang_demikian	belakang	demikian	1
belakang_demografis	belakang	demografis	1
belakang_deng	belakang	deng	1
belakang_deretan	belakang	deretan	1
belakang_diadakannya	belakang	diadakannya	1
belakang_dianggap	belakang	dianggap	1
belakang_dibanding	belakang	dibanding	1
belakang_dibekali	belakang	dibekali	1
belakang_dibuka	belakang	dibuka	1
belakang_dicegah	belakang	dicegah	1
belakang_didirikannya	belakang	didirikannya	1
belakang_digadaikannya	belakang	digadaikannya	1
belakang_dige-larnya	belakang	dige-larnya	1
belakang_digital	belakang	digital	1
belakang_dijaga	belakang	dijaga	1
belakang_dikawal	belakang	dikawal	1
belakang_dikenakan	belakang	dikenakan	1
belakang_diketahui	belakang	diketahui	1
belakang_dilakukannya	belakang	dilakukannya	1
belakang_dilernya	belakang	dilernya	1
belakang_dinding	belakang	dinding	1
belakang_diperbaiki	belakang	diperbaiki	1
belakang_ditangkap	belakang	ditangkap	1
belakang_ditulis	belakang	ditulis	1
belakang_ditunjuknya	belakang	ditunjuknya	1
belakang_diwide	belakang	diwide	1
belakang_dog	belakang	dog	1
belakang_dong	belakang	dong	1
belakang_dosen	belakang	dosen	1
belakang_dual	belakang	dual	1
belakang_duet	belakang	duet	1
belakang_duo	belakang	duo	1
belakang_eko-nomi	belakang	eko-nomi	1
belakang_ekonom	belakang	ekonom	1
belakang_energi	belakang	energi	1
belakang_film-film	belakang	film-film	1
belakang_forum	belakang	forum	1
belakang_fosil	belakang	fosil	1
belakang_gambar	belakang	gambar	1
belakang_gang	belakang	gang	1
belakang_ganteng	belakang	ganteng	1
belakang_gendang	belakang	gendang	1
belakang_gender	belakang	gender	1
belakang_gerak	belakang	gerak	1
belakang_gugatannya	belakang	gugatannya	1
belakang_gunungan	belakang	gunungan	1
belakang_halte	belakang	halte	1
belakang_hancur	belakang	hancur	1
belakang_helm	belakang	helm	1
belakang_historikal	belakang	historikal	1
belakang_historis	belakang	historis	1
belakang_hu-kum	belakang	hu-kum	1
belakang_hukum	belakang	hukum	1
belakang_huruf	belakang	huruf	1
belakang_hutang	belakang	hutang	1
belakang_ia	belakang	ia	1
belakang_ibu	belakang	ibu	1
belakang_ide-ide	belakang	ide-ide	1
belakang_ideologis	belakang	ideologis	1
belakang_ihwal	belakang	ihwal	1
belakang_ilmunya	belakang	ilmunya	1
belakang_imam	belakang	imam	1
belakang_imperialis	belakang	imperialis	1
belakang_inci	belakang	inci	1
belakang_industri	belakang	industri	1
belakang_intelijen	belakang	intelijen	1
belakang_intensi	belakang	intensi	1
belakang_iPhone	belakang	iPhone	1
belakang_iring-iringan	belakang	iring-iringan	1
belakang_istrinya	belakang	istrinya	1
belakang_jajaran	belakang	jajaran	1
belakang_jakun	belakang	jakun	1
belakang_jamaah	belakang	jamaah	1
belakang_jas	belakang	jas	1
belakang_jauh	belakang	jauh	1
belakang_jelasnya	belakang	jelasnya	1
belakang_jika	belakang	jika	1
belakang_jok	belakang	jok	1
belakang_jumbo	belakang	jumbo	1
belakang_jurnalistik	belakang	jurnalistik	1
belakang_juru	belakang	juru	1
belakang_kabinet	belakang	kabinet	1
belakang_kaca	belakang	kaca	1
belakang_kaget	belakang	kaget	1
belakang_kakek	belakang	kakek	1
belakang_kampung	belakang	kampung	1
belakang_kanan	belakang	kanan	1
belakang_kapak	belakang	kapak	1
belakang_karakter	belakang	karakter	1
belakang_karir	belakang	karir	1
belakang_karirnya	belakang	karirnya	1
belakang_kartu	belakang	kartu	1
belakang_karyawati	belakang	karyawati	1
belakang_kasir	belakang	kasir	1
belakang_kasus	belakang	kasus	1
belakang_kaum	belakang	kaum	1
belakang_kaus	belakang	kaus	1
belakang_kawa-san	belakang	kawa-san	1
belakang_ke-jahatan	belakang	ke-jahatan	1
belakang_kebencian	belakang	kebencian	1
belakang_kebijakan	belakang	kebijakan	1
belakang_kebun	belakang	kebun	1
belakang_kedekatan	belakang	kedekatan	1
belakang_kehi-dupan	belakang	kehi-dupan	1
belakang_keindahan	belakang	keindahan	1
belakang_kekotaan	belakang	kekotaan	1
belakang_kelihatan	belakang	kelihatan	1
belakang_keluh	belakang	keluh	1
belakang_kematian	belakang	kematian	1
belakang_kembali	belakang	kembali	1
belakang_kemenangannya	belakang	kemenangannya	1
belakang_kenapa	belakang	kenapa	1
belakang_kenda-raan	belakang	kenda-raan	1
belakang_kendaran	belakang	kendaran	1
belakang_kentut	belakang	kentut	1
belakang_kepalaku	belakang	kepalaku	1
belakang_kepemimpinan	belakang	kepemimpinan	1
belakang_keputusan	belakang	keputusan	1
belakang_kerabat	belakang	kerabat	1
belakang_keraton	belakang	keraton	1
belakang_kerusuhan	belakang	kerusuhan	1
belakang_kesukuan	belakang	kesukuan	1
belakang_keterlibatan	belakang	keterlibatan	1
belakang_ketiga	belakang	ketiga	1
belakang_kewila-yahan	belakang	kewila-yahan	1
belakang_keyakinan	belakang	keyakinan	1
belakang_khusus	belakang	khusus	1
belakang_khususnya	belakang	khususnya	1
belakang_kios-kios	belakang	kios-kios	1
belakang_kipas	belakang	kipas	1
belakang_klasik	belakang	klasik	1
belakang_knalpot	belakang	knalpot	1
belakang_kolase	belakang	kolase	1
belakang_komputer	belakang	komputer	1
belakang_kontraktor	belakang	kontraktor	1
belakang_korslet	belakang	korslet	1
belakang_kota	belakang	kota	1
belakang_kriminal	belakang	kriminal	1
belakang_kuasa	belakang	kuasa	1
belakang_kuda	belakang	kuda	1
belakang_kuliah	belakang	kuliah	1
belakang_kuliner	belakang	kuliner	1
belakang_kunci	belakang	kunci	1
belakang_kuping	belakang	kuping	1
belakang_kurang	belakang	kurang	1
belakang_la-wan	belakang	la-wan	1
belakang_la-yar	belakang	la-yar	1
belakang_lalu	belakang	lalu	1
belakang_lampu	belakang	lampu	1
belakang_laptop	belakang	laptop	1
belakang_laut	belakang	laut	1
belakang_leher	belakang	leher	1
