ngram	w1	w2	w3	w4
kerucut_datang_ditemani_dengan	kerucut	datang	ditemani	dengan
datang_ditemani_dengan_lauk	datang	ditemani	dengan	lauk
Rangga_Almahendra_untuk_datang	Rangga	Almahendra	untuk	datang
Almahendra_untuk_datang_ke	Almahendra	untuk	datang	ke
untuk_datang_ke_pondok	untuk	datang	ke	pondok
datang_ke_pondok_pesantrennya	datang	ke	pondok	pesantrennya
Habib_Rizieq_datang_sekitar	Habib	Rizieq	datang	sekitar
Rizieq_datang_sekitar_pukul	Rizieq	datang	sekitar	pukul
datang_sekitar_pukul_WIB	datang	sekitar	pukul	WIB
massa_aksi_yang_datang	massa	aksi	yang	datang
aksi_yang_datang_dari	aksi	yang	datang	dari
yang_datang_dari_luar	yang	datang	dari	luar
datang_dari_luar_Jakarta	datang	dari	luar	Jakarta
merupakan_yang_pertama_datang	merupakan	yang	pertama	datang
yang_pertama_datang_ke	yang	pertama	datang	ke
pertama_datang_ke_Mapolres	pertama	datang	ke	Mapolres
datang_ke_Mapolres_Tegal	datang	ke	Mapolres	Tegal
Majapahit_dan_Sriwijaya_datang	Majapahit	dan	Sriwijaya	datang
dan_Sriwijaya_datang_lagi	dan	Sriwijaya	datang	lagi
Sriwijaya_datang_lagi_bangsa	Sriwijaya	datang	lagi	bangsa
datang_lagi_bangsa_Barat	datang	lagi	bangsa	Barat
mengatakan_kemenangan_itu_datang	mengatakan	kemenangan	itu	datang
kemenangan_itu_datang_secara	kemenangan	itu	datang	secara
itu_datang_secara_alami	itu	datang	secara	alami
datang_secara_alami_karena	datang	secara	alami	karena
pejabat_lainnya_yang_datang	pejabat	lainnya	yang	datang
lainnya_yang_datang_khusus	lainnya	yang	datang	khusus
yang_datang_khusus_ke	yang	datang	khusus	ke
datang_khusus_ke_Paris	datang	khusus	ke	Paris
fajar_baru_akan_datang	fajar	baru	akan	datang
baru_akan_datang_dalam	baru	akan	datang	dalam
akan_datang_dalam_sejarah	akan	datang	dalam	sejarah
datang_dalam_sejarah_di	datang	dalam	sejarah	di
fajar_baru_akan_datang	fajar	baru	akan	datang
baru_akan_datang_dalam	baru	akan	datang	dalam
akan_datang_dalam_sejarah	akan	datang	dalam	sejarah
datang_dalam_sejarah_di	datang	dalam	sejarah	di
pemilu_yang_akan_datang	pemilu	yang	akan	datang
komisioner_tidak_perlu_datang	komisioner	tidak	perlu	datang
tidak_perlu_datang_ke	tidak	perlu	datang	ke
perlu_datang_ke_Jakarta	perlu	datang	ke	Jakarta
datang_ke_Jakarta_untuk	datang	ke	Jakarta	untuk
figur_ini_yang_datang	figur	ini	yang	datang
ini_yang_datang_dari	ini	yang	datang	dari
yang_datang_dari_semua	yang	datang	dari	semua
datang_dari_semua_golongan	datang	dari	semua	golongan
air_hujan_yang_datang	air	hujan	yang	datang
hujan_yang_datang_dari	hujan	yang	datang	dari
yang_datang_dari_bagian	yang	datang	dari	bagian
datang_dari_bagian_atas	datang	dari	bagian	atas
sedikit_laporan_yang_datang	sedikit	laporan	yang	datang
laporan_yang_datang_soal	laporan	yang	datang	soal
yang_datang_soal_kesejahteraan	yang	datang	soal	kesejahteraan
datang_soal_kesejahteraan_dan	datang	soal	kesejahteraan	dan
termasuk_Manado_yang_datang	termasuk	Manado	yang	datang
Manado_yang_datang_mengunjugi	Manado	yang	datang	mengunjugi
yang_datang_mengunjugi_sanak	yang	datang	mengunjugi	sanak
datang_mengunjugi_sanak_saudara	datang	mengunjugi	sanak	saudara
setiap_pelanggan_yang_datang	setiap	pelanggan	yang	datang
pelanggan_yang_datang_tidak	pelanggan	yang	datang	tidak
yang_datang_tidak_hanya	yang	datang	tidak	hanya
datang_tidak_hanya_kenyang	datang	tidak	hanya	kenyang
dilakukan_sejak_pe-serta_datang	dilakukan	sejak	pe-serta	datang
sejak_pe-serta_datang_dari	sejak	pe-serta	datang	dari
pe-serta_datang_dari_bandara	pe-serta	datang	dari	bandara
datang_dari_bandara_hingga	datang	dari	bandara	hingga
penonton_yang_akan_datang	penonton	yang	akan	datang
yang_akan_datang_melihat	yang	akan	datang	melihat
akan_datang_melihat_langsung	akan	datang	melihat	langsung
datang_melihat_langsung_Persma	datang	melihat	langsung	Persma
mengingat_yang_akan_datang	mengingat	yang	akan	datang
yang_akan_datang_nantinya	yang	akan	datang	nantinya
akan_datang_nantinya_adalah	akan	datang	nantinya	adalah
datang_nantinya_adalah_tamu-tamu	datang	nantinya	adalah	tamu-tamu
kurangnya_pembeli_yang_datang	kurangnya	pembeli	yang	datang
cerita_tidak_hanya_datang	cerita	tidak	hanya	datang
tidak_hanya_datang_dari	tidak	hanya	datang	dari
hanya_datang_dari_kalangan	hanya	datang	dari	kalangan
datang_dari_kalangan_anak-anak	datang	dari	kalangan	anak-anak
kehidupan_yang_akan_datang	kehidupan	yang	akan	datang
yang_akan_datang_tukas	yang	akan	datang	tukas
akan_datang_tukas_Sus	akan	datang	tukas	Sus
datang_tukas_Sus_M	datang	tukas	Sus	M
mahasiswa_muslim_yang_datang	mahasiswa	muslim	yang	datang
muslim_yang_datang_dan	muslim	yang	datang	dan
yang_datang_dan_tinggal	yang	datang	dan	tinggal
datang_dan_tinggal_di	datang	dan	tinggal	di
misionaris_Inggris_untuk_datang	misionaris	Inggris	untuk	datang
Inggris_untuk_datang_ke	Inggris	untuk	datang	ke
untuk_datang_ke_Malawi	untuk	datang	ke	Malawi
datang_ke_Malawi_dan	datang	ke	Malawi	dan
film_Indonesia_untuk_datang	film	Indonesia	untuk	datang
Indonesia_untuk_datang_ke	Indonesia	untuk	datang	ke
untuk_datang_ke_bioskop	untuk	datang	ke	bioskop
bahwa_Ramadan_telah_datang	bahwa	Ramadan	telah	datang
Ramadan_telah_datang_dari	Ramadan	telah	datang	dari
telah_datang_dari_bunyi	telah	datang	dari	bunyi
datang_dari_bunyi_drum	datang	dari	bunyi	drum
umat_yang_mau_datang	umat	yang	mau	datang
yang_mau_datang_kepada-Nya	yang	mau	datang	kepada-Nya
mau_datang_kepada-Nya_dengan	mau	datang	kepada-Nya	dengan
datang_kepada-Nya_dengan_ketulusan	datang	kepada-Nya	dengan	ketulusan
kesulitan_untuk_bisa_datang	kesulitan	untuk	bisa	datang
untuk_bisa_datang_ke	untuk	bisa	datang	ke
bisa_datang_ke_kantor	bisa	datang	ke	kantor
datang_ke_kantor_bank	datang	ke	kantor	bank
dan_wisa-tawan_yang_datang	dan	wisa-tawan	yang	datang
wisa-tawan_yang_datang_berkunjung	wisa-tawan	yang	datang	berkunjung
yang_dipanggil_tidak_datang	yang	dipanggil	tidak	datang
dipanggil_tidak_datang_bersamaan	dipanggil	tidak	datang	bersamaan
jumlah_warga_yang_datang	jumlah	warga	yang	datang
warga_yang_datang_ke	warga	yang	datang	ke
yang_datang_ke_Rumah	yang	datang	ke	Rumah
datang_ke_Rumah_Lembang	datang	ke	Rumah	Lembang
sehingga_tidak_harus_datang	sehingga	tidak	harus	datang
tidak_harus_datang_ke	tidak	harus	datang	ke
harus_datang_ke_PMI	harus	datang	ke	PMI
datang_ke_PMI_yang	datang	ke	PMI	yang
pun_tidak_perlu_datang	pun	tidak	perlu	datang
penurunan_wisatawan_yang_datang	penurunan	wisatawan	yang	datang
wisatawan_yang_datang_ke	wisatawan	yang	datang	ke
yang_datang_ke_Cina	yang	datang	ke	Cina
datang_ke_Cina_daratan	datang	ke	Cina	daratan
Setya_Novanto_Setnov_datang	Setya	Novanto	Setnov	datang
Novanto_Setnov_datang_ke	Novanto	Setnov	datang	ke
Setnov_datang_ke_Makassar	Setnov	datang	ke	Makassar
datang_ke_Makassar_hari	datang	ke	Makassar	hari
animo_masyarakat_untuk_datang	animo	masyarakat	untuk	datang
masyarakat_untuk_datang_ke	masyarakat	untuk	datang	ke
untuk_datang_ke_acara-acara	untuk	datang	ke	acara-acara
datang_ke_acara-acara_seminar	datang	ke	acara-acara	seminar
masa_yang_akan_datang	masa	yang	akan	datang
yang_akan_datang_setidaknya	yang	akan	datang	setidaknya
akan_datang_setidaknya_membangun	akan	datang	setidaknya	membangun
datang_setidaknya_membangun_kekuatan	datang	setidaknya	membangun	kekuatan
kalangan_termasuk_yang_datang	kalangan	termasuk	yang	datang
termasuk_yang_datang_dari	termasuk	yang	datang	dari
yang_datang_dari_Anita	yang	datang	dari	Anita
datang_dari_Anita_Purukan	datang	dari	Anita	Purukan
negara_lain_untuk_datang	negara	lain	untuk	datang
lain_untuk_datang_mengunjungi	lain	untuk	datang	mengunjungi
untuk_datang_mengunjungi_daerah	untuk	datang	mengunjungi	daerah
datang_mengunjungi_daerah_mereka	datang	mengunjungi	daerah	mereka
mengirimkan_kiai_kampung_datang	mengirimkan	kiai	kampung	datang
kiai_kampung_datang_ke	kiai	kampung	datang	ke
kampung_datang_ke_pelosok	kampung	datang	ke	pelosok
datang_ke_pelosok_negeri	datang	ke	pelosok	negeri
jamaah_haji_yang_datang	jamaah	haji	yang	datang
haji_yang_datang_dari	haji	yang	datang	dari
yang_datang_dari_arah	yang	datang	dari	arah
datang_dari_arah_berlawanan	datang	dari	arah	berlawanan
di_masa_akan_datang	di	masa	akan	datang
masa_akan_datang_Indonesia	masa	akan	datang	Indonesia
akan_datang_Indonesia_menjadi	akan	datang	Indonesia	menjadi
datang_Indonesia_menjadi_negara	datang	Indonesia	menjadi	negara
Kang_Icha_yang_datang	Kang	Icha	yang	datang
Icha_yang_datang_dari	Icha	yang	datang	dari
yang_datang_dari_Subang	yang	datang	dari	Subang
dibiasakan_ketika_ia_datang	dibiasakan	ketika	ia	datang
Hallo_Rider_Selamat_datang	Hallo	Rider	Selamat	datang
Rider_Selamat_datang_di	Rider	Selamat	datang	di
Selamat_datang_di_akun	Selamat	datang	di	akun
datang_di_akun_sosial	datang	di	akun	sosial
dengan_siapa_anda_datang	dengan	siapa	anda	datang
siapa_anda_datang_kata	siapa	anda	datang	kata
anda_datang_kata_Lippi	anda	datang	kata	Lippi
Lebaran_lebih_baik_datang	Lebaran	lebih	baik	datang
lebih_baik_datang_ke	lebih	baik	datang	ke
baik_datang_ke_tertentu	baik	datang	ke	tertentu
datang_ke_tertentu_di	datang	ke	tertentu	di
terorisme_Dubes_Belanda_datang	terorisme	Dubes	Belanda	datang
Dubes_Belanda_datang_ke	Dubes	Belanda	datang	ke
Belanda_datang_ke_sini	Belanda	datang	ke	sini
datang_ke_sini_untuk	datang	ke	sini	untuk
masa_yang_akan_datang	masa	yang	akan	datang
Hal_yang_sama_datang	Hal	yang	sama	datang
yang_sama_datang_dari	yang	sama	datang	dari
sama_datang_dari_para	sama	datang	dari	para
datang_dari_para_ahli	datang	dari	para	ahli
Hambatan_justru_datang_dari	Hambatan	justru	datang	dari
justru_datang_dari_daftar	justru	datang	dari	daftar
datang_dari_daftar_nama	datang	dari	daftar	nama
Mike_Mohede_bahagia_datang	Mike	Mohede	bahagia	datang
Mohede_bahagia_datang_dari	Mohede	bahagia	datang	dari
bahagia_datang_dari_pasangan	bahagia	datang	dari	pasangan
datang_dari_pasangan_Andien-Irfan	datang	dari	pasangan	Andien-Irfan
dekat_dengan_Raisa_datang	dekat	dengan	Raisa	datang
dengan_Raisa_datang_dan	dengan	Raisa	datang	dan
Raisa_datang_dan_menemaninya	Raisa	datang	dan	menemaninya
datang_dan_menemaninya_sepanjang	datang	dan	menemaninya	sepanjang
juta_turis_asing_datang	juta	turis	asing	datang
turis_asing_datang_ke	turis	asing	datang	ke
asing_datang_ke_Thailand	asing	datang	ke	Thailand
datang_ke_Thailand_tahun	datang	ke	Thailand	tahun
namun_hanya_sekitar_datang	namun	hanya	sekitar	datang
hanya_sekitar_datang_dari	hanya	sekitar	datang	dari
sekitar_datang_dari_Timur	sekitar	datang	dari	Timur
datang_dari_Timur_Tengah	datang	dari	Timur	Tengah
seluruh_warga_yang_datang	seluruh	warga	yang	datang
warga_yang_datang_memakai	warga	yang	datang	memakai
yang_datang_memakai_baju	yang	datang	memakai	baju
datang_memakai_baju_dan	datang	memakai	baju	dan
Hampir_semua_keputusan_datang	Hampir	semua	keputusan	datang
semua_keputusan_datang_dari	semua	keputusan	datang	dari
keputusan_datang_dari_orangtua	keputusan	datang	dari	orangtua
dari_Indonesia_yang_datang	dari	Indonesia	yang	datang
Indonesia_yang_datang_ke	Indonesia	yang	datang	ke
yang_datang_ke_Singapura	yang	datang	ke	Singapura
datang_ke_Singapura_berfoto-foto	datang	ke	Singapura	berfoto-foto
ada_anak-anak_yang_datang	ada	anak-anak	yang	datang
anak-anak_yang_datang_ke	anak-anak	yang	datang	ke
yang_datang_ke_kantor	yang	datang	ke	kantor
datang_ke_kantor_kelurahan	datang	ke	kantor	kelurahan
beberapa_orang_yang_datang	beberapa	orang	yang	datang
orang_yang_datang_ke	orang	yang	datang	ke
yang_datang_ke_rumahnya	yang	datang	ke	rumahnya
datang_ke_rumahnya_untuk	datang	ke	rumahnya	untuk
hari_pihak_kreditur_datang	hari	pihak	kreditur	datang
pihak_kreditur_datang_untuk	pihak	kreditur	datang	untuk
kreditur_datang_untuk_menanyakan	kreditur	datang	untuk	menanyakan
datang_untuk_menanyakan_kesanggupannya	datang	untuk	menanyakan	kesanggupannya
sore_banyak_yang_datang	sore	banyak	yang	datang
setiap_turis_yang_datang	setiap	turis	yang	datang
turis_yang_datang_di	turis	yang	datang	di
yang_datang_di_Manado	yang	datang	di	Manado
datang_di_Manado_ketika	datang	di	Manado	ketika
tiap_hari_dorang_datang	tiap	hari	dorang	datang
hari_dorang_datang_babeli	hari	dorang	datang	babeli
dorang_datang_babeli_di	dorang	datang	babeli	di
datang_babeli_di_sini	datang	babeli	di	sini
sepekan_ia_terlambat_datang	sepekan	ia	terlambat	datang
ia_terlambat_datang_rata-rata	ia	terlambat	datang	rata-rata
terlambat_datang_rata-rata_menit	terlambat	datang	rata-rata	menit
penampilan_tarian_selamat_datang	penampilan	tarian	selamat	datang
tarian_selamat_datang_tarian	tarian	selamat	datang	tarian
selamat_datang_tarian_Si	selamat	datang	tarian	Si
datang_tarian_Si_Pitung	datang	tarian	Si	Pitung
kesehatan_yang_sering_datang	kesehatan	yang	sering	datang
yang_sering_datang_belakangan	yang	sering	datang	belakangan
sering_datang_belakangan_dan	sering	datang	belakangan	dan
datang_belakangan_dan_atu-ran	datang	belakangan	dan	atu-ran
ini_wakil_bupati_datang	ini	wakil	bupati	datang
saja_anda_perlu_datang	saja	anda	perlu	datang
anda_perlu_datang_lebih	anda	perlu	datang	lebih
perlu_datang_lebih_awal	perlu	datang	lebih	awal
terdakwanya_kebetulan_terdak-wanya_datang	terdakwanya	kebetulan	terdak-wanya	datang
kebetulan_terdak-wanya_datang_dari	kebetulan	terdak-wanya	datang	dari
terdak-wanya_datang_dari_kalangan	terdak-wanya	datang	dari	kalangan
datang_dari_kalangan_eko-nomi	datang	dari	kalangan	eko-nomi
mungkin_mereka_bisa_datang	mungkin	mereka	bisa	datang
mereka_bisa_datang_ke	mereka	bisa	datang	ke
bisa_datang_ke_Manado	bisa	datang	ke	Manado
datang_ke_Manado_pada	datang	ke	Manado	pada
saja_kare-na_sanksinya_datang	saja	kare-na	sanksinya	datang
kare-na_sanksinya_datang_dari	kare-na	sanksinya	datang	dari
sanksinya_datang_dari_ins-tansinya	sanksinya	datang	dari	ins-tansinya
datang_dari_ins-tansinya_maka	datang	dari	ins-tansinya	maka
saja_kita_tetap_datang	saja	kita	tetap	datang
kita_tetap_datang_di	kita	tetap	datang	di
tetap_datang_di_kantor	tetap	datang	di	kantor
datang_di_kantor_meski	datang	di	kantor	meski
ba_haga_no_datang	ba	haga	no	datang
haga_no_datang_melihat	haga	no	datang	melihat
no_datang_melihat_ujar	no	datang	melihat	ujar
datang_melihat_ujar_Senduk	datang	melihat	ujar	Senduk
komplein_ini_semua_datang	komplein	ini	semua	datang
ini_semua_datang_dari	ini	semua	datang	dari
semua_datang_dari_sesama	semua	datang	dari	sesama
datang_dari_sesama_caleg	datang	dari	sesama	caleg
Diknas_setempat_yang_datang	Diknas	setempat	yang	datang
setempat_yang_datang_melakukan	setempat	yang	datang	melakukan
yang_datang_melakukan_sosialisasi	yang	datang	melakukan	sosialisasi
saja_saat_JPNN_datang	saja	saat	JPNN	datang
saat_JPNN_datang_mercusuar	saat	JPNN	datang	mercusuar
JPNN_datang_mercusuar_itu	JPNN	datang	mercusuar	itu
datang_mercusuar_itu_sedang	datang	mercusuar	itu	sedang
berniat_tinggal_tapi_datang	berniat	tinggal	tapi	datang
tinggal_tapi_datang_mengambil	tinggal	tapi	datang	mengambil
tapi_datang_mengambil_sejumlah	tapi	datang	mengambil	sejumlah
datang_mengambil_sejumlah_pakaiannya	datang	mengambil	sejumlah	pakaiannya
kelengkapan_panahan_baru_datang	kelengkapan	panahan	baru	datang
keluarga_yang_ingin_datang	keluarga	yang	ingin	datang
yang_ingin_datang_melayat	yang	ingin	datang	melayat
ingin_datang_melayat_ke	ingin	datang	melayat	ke
datang_melayat_ke_rumah	datang	melayat	ke	rumah
saja_yang_diminta_datang	saja	yang	diminta	datang
yang_diminta_datang_ya	yang	diminta	datang	ya
diminta_datang_ya_hanya	diminta	datang	ya	hanya
datang_ya_hanya_lima	datang	ya	hanya	lima
tinggal_menunggu_barang_datang	tinggal	menunggu	barang	datang
menunggu_barang_datang_setelah	menunggu	barang	datang	setelah
barang_datang_setelah_dibayar	barang	datang	setelah	dibayar
Hanya_wisatawan_yang_datang	Hanya	wisatawan	yang	datang
wisatawan_yang_datang_dengan	wisatawan	yang	datang	dengan
yang_datang_dengan_warga	yang	datang	dengan	warga
datang_dengan_warga_lokal	datang	dengan	warga	lokal
Indonesia_berprestasi_pun_datang	Indonesia	berprestasi	pun	datang
berprestasi_pun_datang_dari	berprestasi	pun	datang	dari
pun_datang_dari_Kementerian	pun	datang	dari	Kementerian
datang_dari_Kementerian_Pemuda	datang	dari	Kementerian	Pemuda
Harapan_ini_datang_bukan	Harapan	ini	datang	bukan
ini_datang_bukan_hanya	ini	datang	bukan	hanya
datang_bukan_hanya_dari	datang	bukan	hanya	dari
Harapan_ini_datang_da-ri	Harapan	ini	datang	da-ri
ini_datang_da-ri_Amin	ini	datang	da-ri	Amin
datang_da-ri_Amin_Lasena	datang	da-ri	Amin	Lasena
Harapan_kami_semuanya_datang	Harapan	kami	semuanya	datang
kami_semuanya_datang_dan	kami	semuanya	datang	dan
semuanya_datang_dan_bisa	semuanya	datang	dan	bisa
datang_dan_bisa_persen	datang	dan	bisa	persen
orang_suka_untuk_datang	orang	suka	untuk	datang
suka_untuk_datang_dan	suka	untuk	datang	dan
untuk_datang_dan_meningkat	untuk	datang	dan	meningkat
datang_dan_meningkat_jumlahnya	datang	dan	meningkat	jumlahnya
Harapannya_kesehatan_penumpang_datang	Harapannya	kesehatan	penumpang	datang
kesehatan_penumpang_datang_bisa	kesehatan	penumpang	datang	bisa
penumpang_datang_bisa_terpantau	penumpang	datang	bisa	terpantau
datang_bisa_terpantau_dan	datang	bisa	terpantau	dan
disiapkan_saat_hujan_datang	disiapkan	saat	hujan	datang
saat_hujan_datang_katanya	saat	hujan	datang	katanya
tamu_asing_yang_datang	tamu	asing	yang	datang
asing_yang_datang_jelasnya	asing	yang	datang	jelasnya
segera_dibahas_juga_datang	segera	dibahas	juga	datang
dibahas_juga_datang_dari	dibahas	juga	datang	dari
juga_datang_dari_kerabat	juga	datang	dari	kerabat
datang_dari_kerabat_Keraton	datang	dari	kerabat	Keraton
suasana_aman_dianta-ranya_datang	suasana	aman	dianta-ranya	datang
aman_dianta-ranya_datang_dari	aman	dianta-ranya	datang	dari
dianta-ranya_datang_dari_Pucuk	dianta-ranya	datang	dari	Pucuk
datang_dari_Pucuk_Pim-pinan	datang	dari	Pucuk	Pim-pinan
pilihan_seseorang_ketika_datang	pilihan	seseorang	ketika	datang
seseorang_ketika_datang_dalam	seseorang	ketika	datang	dalam
ketika_datang_dalam_hal	ketika	datang	dalam	hal
datang_dalam_hal_selingkuh	datang	dalam	hal	selingkuh
masuk_minuman_selamat_datang	masuk	minuman	selamat	datang
minuman_selamat_datang_tenda	minuman	selamat	datang	tenda
selamat_datang_tenda_dan	selamat	datang	tenda	dan
datang_tenda_dan_sarapan	datang	tenda	dan	sarapan
tidak_pernah_lagi_datang	tidak	pernah	lagi	datang
pernah_lagi_datang_bulan	pernah	lagi	datang	bulan
lagi_datang_bulan_selama	lagi	datang	bulan	selama
datang_bulan_selama_tiga	datang	bulan	selama	tiga
Ahad_ribuan_guru_datang	Ahad	ribuan	guru	datang
ribuan_guru_datang_dari	ribuan	guru	datang	dari
guru_datang_dari_berbagai	guru	datang	dari	berbagai
datang_dari_berbagai_penjuru	datang	dari	berbagai	penjuru
Ahad_ribuan_guru_datang	Ahad	ribuan	guru	datang
ribuan_guru_datang_dari	ribuan	guru	datang	dari
guru_datang_dari_berbagai	guru	datang	dari	berbagai
datang_dari_berbagai_penjuru	datang	dari	berbagai	penjuru
ini_Ahok_tidak_datang	ini	Ahok	tidak	datang
Ahok_tidak_datang_ke	Ahok	tidak	datang	ke
tidak_datang_ke_Balai	tidak	datang	ke	Balai
datang_ke_Balai_Rakyat	datang	ke	Balai	Rakyat
ini_Bara_JP_datang	ini	Bara	JP	datang
Bara_JP_datang_ke	Bara	JP	datang	ke
JP_datang_ke_Bareskrim	JP	datang	ke	Bareskrim
datang_ke_Bareskrim_untuk	datang	ke	Bareskrim	untuk
Hari_ini_datang_ke	Hari	ini	datang	ke
ini_datang_ke_sini	ini	datang	ke	sini
datang_ke_sini_untuk	datang	ke	sini	untuk
jutaan_umat_Islam_datang	jutaan	umat	Islam	datang
umat_Islam_datang_ke	umat	Islam	datang	ke
Islam_datang_ke_Jakarta	Islam	datang	ke	Jakarta
datang_ke_Jakarta_bukan	datang	ke	Jakarta	bukan
menyambut_orang-orang_yang_datang	menyambut	orang-orang	yang	datang
orang-orang_yang_datang_dari	orang-orang	yang	datang	dari
yang_datang_dari_Khan	yang	datang	dari	Khan
datang_dari_Khan_al-Shih	datang	dari	Khan	al-Shih
kemarin_red_akan_datang	kemarin	red	akan	datang
red_akan_datang_lagi	red	akan	datang	lagi
akan_datang_lagi_orang	akan	datang	lagi	orang
datang_lagi_orang_dari	datang	lagi	orang	dari
di_Medsos_yang_datang	di	Medsos	yang	datang
Medsos_yang_datang_ke	Medsos	yang	datang	ke
yang_datang_ke_kediaman	yang	datang	ke	kediaman
datang_ke_kediaman_Beliau	datang	ke	kediaman	Beliau
saja_warga_yang_datang	saja	warga	yang	datang
warga_yang_datang_menonton	warga	yang	datang	menonton
yang_datang_menonton_sekitar	yang	datang	menonton	sekitar
datang_menonton_sekitar_ribu	datang	menonton	sekitar	ribu
semua_pemain_sudah_datang	semua	pemain	sudah	datang
pemain_sudah_datang_komplet	pemain	sudah	datang	komplet
sudah_datang_komplet_kecuali	sudah	datang	komplet	kecuali
datang_komplet_kecuali_si	datang	komplet	kecuali	si
Hari_ini_Senin_datang	Hari	ini	Senin	datang
ini_Senin_datang_ke	ini	Senin	datang	ke
Senin_datang_ke_sini	Senin	datang	ke	sini
datang_ke_sini_untuk	datang	ke	sini	untuk
ini_tim_baru_datang	ini	tim	baru	datang
tim_baru_datang_ke	tim	baru	datang	ke
baru_datang_ke_Pontianak	baru	datang	ke	Pontianak
datang_ke_Pontianak_supaya	datang	ke	Pontianak	supaya
lalu_Daeng_Kio_datang	lalu	Daeng	Kio	datang
Daeng_Kio_datang_di	Daeng	Kio	datang	di
Kio_datang_di_rumahku	Kio	datang	di	rumahku
datang_di_rumahku_melarang	datang	di	rumahku	melarang
Hari_Senin_jo_datang	Hari	Senin	jo	datang
Senin_jo_datang_bos-bos	Senin	jo	datang	bos-bos
jo_datang_bos-bos_ada	jo	datang	bos-bos	ada
