ngram	w1	w2	w3	w4
Mereka_datang_dengan_tekad	Mereka	datang	dengan	tekad
datang_dengan_tekad_bulat	datang	dengan	tekad	bulat
Mereka_datang_dengan_tujuan	Mereka	datang	dengan	tujuan
datang_dengan_tujuan_membantu	datang	dengan	tujuan	membantu
Mereka_datang_didampingi_langsung	Mereka	datang	didampingi	langsung
datang_didampingi_langsung_Dewan	datang	didampingi	langsung	Dewan
Mereka_datang_duduk_nyaman	Mereka	datang	duduk	nyaman
datang_duduk_nyaman_di	datang	duduk	nyaman	di
Mereka_datang_ke_Balai	Mereka	datang	ke	Balai
datang_ke_Balai_Wartawan	datang	ke	Balai	Wartawan
Mereka_datang_ke_Bali	Mereka	datang	ke	Bali
datang_ke_Bali_memakai	datang	ke	Bali	memakai
Mereka_datang_ke_BNPT	Mereka	datang	ke	BNPT
datang_ke_BNPT_dengan	datang	ke	BNPT	dengan
Mereka_datang_ke_Desa	Mereka	datang	ke	Desa
datang_ke_Desa_Tandengan	datang	ke	Desa	Tandengan
Mereka_datang_ke_hotel	Mereka	datang	ke	hotel
datang_ke_hotel_tersebut	datang	ke	hotel	tersebut
Mereka_datang_ke_Jogja	Mereka	datang	ke	Jogja
datang_ke_Jogja_bermaksud	datang	ke	Jogja	bermaksud
Me-reka_datang_ke_Jogja	Me-reka	datang	ke	Jogja
datang_ke_Jogja_untuk	datang	ke	Jogja	untuk
Mereka_datang_ke_kantor	Mereka	datang	ke	kantor
datang_ke_kantor_Bappeda	datang	ke	kantor	Bappeda
Mereka_datang_ke_Karbala	Mereka	datang	ke	Karbala
datang_ke_Karbala_untuk	datang	ke	Karbala	untuk
Mereka_datang_ke_Keraton	Mereka	datang	ke	Keraton
datang_ke_Keraton_Jogja	datang	ke	Keraton	Jogja
Mereka_datang_kemari_untuk	Mereka	datang	kemari	untuk
datang_kemari_untuk_belajar	datang	kemari	untuk	belajar
Mereka_datang_ke_Masjid	Mereka	datang	ke	Masjid
datang_ke_Masjid_Istiqlal	datang	ke	Masjid	Istiqlal
Mereka_datang_ke_mengikuti	Mereka	datang	ke	mengikuti
datang_ke_mengikuti_kampanye	datang	ke	mengikuti	kampanye
Mereka_datang_ke_posko	Mereka	datang	ke	posko
datang_ke_posko_untuk	datang	ke	posko	untuk
Mereka_datang_ke_rumah	Mereka	datang	ke	rumah
datang_ke_rumah_saya	datang	ke	rumah	saya
Mereka_datang_ke_sekolah	Mereka	datang	ke	sekolah
datang_ke_sekolah_sambil	datang	ke	sekolah	sambil
Mereka_datang_ke_sini	Mereka	datang	ke	sini
datang_ke_sini_tentu	datang	ke	sini	tentu
Mereka_datang_ke_sini	Mereka	datang	ke	sini
datang_ke_sini_tentu	datang	ke	sini	tentu
Mereka_datang_ke_sini	Mereka	datang	ke	sini
datang_ke_sini_visa	datang	ke	sini	visa
Mereka_datang_ke_Sulut	Mereka	datang	ke	Sulut
datang_ke_Sulut_un-tuk	datang	ke	Sulut	un-tuk
Me-reka_datang_ke_Taiwan	Me-reka	datang	ke	Taiwan
datang_ke_Taiwan_untuk	datang	ke	Taiwan	untuk
Mereka_datang_ketika_tangan	Mereka	datang	ketika	tangan
datang_ketika_tangan_bayi	datang	ketika	tangan	bayi
Mereka_datang_lebih_awal	Mereka	datang	lebih	awal
datang_lebih_awal_kami	datang	lebih	awal	kami
Mereka_datang_lengkap_dengan	Mereka	datang	lengkap	dengan
datang_lengkap_dengan_spanduk	datang	lengkap	dengan	spanduk
Mereka_datang_meminta_kita	Mereka	datang	meminta	kita
datang_meminta_kita_LBH	datang	meminta	kita	LBH
Mereka_datang_menawarkan_teknologi	Mereka	datang	menawarkan	teknologi
datang_menawarkan_teknologi_air	datang	menawarkan	teknologi	air
Mereka_datang_menemui_Tandjung	Mereka	datang	menemui	Tandjung
datang_menemui_Tandjung_bersama-sama	datang	menemui	Tandjung	bersama-sama
Mereka_datang_mengenakan_seragam	Mereka	datang	mengenakan	seragam
datang_mengenakan_seragam_bertuliskan	datang	mengenakan	seragam	bertuliskan
Mereka_datang_menggunakan_pakaian	Mereka	datang	menggunakan	pakaian
datang_menggunakan_pakaian_batik	datang	menggunakan	pakaian	batik
Mereka_datang_minimal_tiga	Mereka	datang	minimal	tiga
datang_minimal_tiga_orang	datang	minimal	tiga	orang
Mereka_datang_naik_KRL	Mereka	datang	naik	KRL
datang_naik_KRL_bus	datang	naik	KRL	bus
Mereka_datang_pagi-pagi_sekitar	Mereka	datang	pagi-pagi	sekitar
datang_pagi-pagi_sekitar_pukul	datang	pagi-pagi	sekitar	pukul
Mereka_datang_perorangan_maupun	Mereka	datang	perorangan	maupun
datang_perorangan_maupun_berombongan	datang	perorangan	maupun	berombongan
Mereka_datang_saat_malam	Mereka	datang	saat	malam
datang_saat_malam_hari	datang	saat	malam	hari
Mereka_datang_secara_spon-tanitas	Mereka	datang	secara	spon-tanitas
datang_secara_spon-tanitas_sekadar	datang	secara	spon-tanitas	sekadar
Mereka_datang_sejak_pagi	Mereka	datang	sejak	pagi
datang_sejak_pagi_mengenakan	datang	sejak	pagi	mengenakan
Mereka_datang_sembilan_orang	Mereka	datang	sembilan	orang
datang_sembilan_orang_rombongan	datang	sembilan	orang	rombongan
Mereka_datang_tidak_dengan	Mereka	datang	tidak	dengan
datang_tidak_dengan_tangan	datang	tidak	dengan	tangan
Mereka_datang_tidak_hanya	Mereka	datang	tidak	hanya
datang_tidak_hanya_dari	datang	tidak	hanya	dari
Mereka_datang_tidak_hanya	Mereka	datang	tidak	hanya
datang_tidak_hanya_untuk	datang	tidak	hanya	untuk
Mereka_datang_tidak_mengikuti	Mereka	datang	tidak	mengikuti
datang_tidak_mengikuti_rombongan	datang	tidak	mengikuti	rombongan
Mereka_datang_untuk_membangun	Mereka	datang	untuk	membangun
datang_untuk_membangun_komunikasi	datang	untuk	membangun	komunikasi
Mereka_datang_untuk_memberi	Mereka	datang	untuk	memberi
datang_untuk_memberi_dukungan	datang	untuk	memberi	dukungan
Mereka_datang_untuk_memberi	Mereka	datang	untuk	memberi
datang_untuk_memberi_dukungan	datang	untuk	memberi	dukungan
Mereka_datang_untuk_memberi	Mereka	datang	untuk	memberi
datang_untuk_memberi_penghormatan	datang	untuk	memberi	penghormatan
Mereka_datang_untuk_meminta	Mereka	datang	untuk	meminta
datang_untuk_meminta_izin	datang	untuk	meminta	izin
Mereka_datang_untuk_mendukung	Mereka	datang	untuk	mendukung
datang_untuk_mendukung_pasangan	datang	untuk	mendukung	pasangan
Mereka_datang_untuk_menengok	Mereka	datang	untuk	menengok
datang_untuk_menengok_dan	datang	untuk	menengok	dan
Mereka_datang_untuk_mengikuti	Mereka	datang	untuk	mengikuti
datang_untuk_mengikuti_aksi	datang	untuk	mengikuti	aksi
Mereka_datang_untuk_mengikuti	Mereka	datang	untuk	mengikuti
datang_untuk_mengikuti_aksi	datang	untuk	mengikuti	aksi
Mereka_datang_untuk_mening-katkan	Mereka	datang	untuk	mening-katkan
datang_untuk_mening-katkan_kerjasama	datang	untuk	mening-katkan	kerjasama
Mereka_datang_untuk_menutut	Mereka	datang	untuk	menutut
datang_untuk_menutut_relokasi	datang	untuk	menutut	relokasi
Mereka_datang_untuk_menyampaikan	Mereka	datang	untuk	menyampaikan
datang_untuk_menyampaikan_aspirasi	datang	untuk	menyampaikan	aspirasi
Mereka_datang_untuk_merelokasi	Mereka	datang	untuk	merelokasi
datang_untuk_merelokasi_pusara	datang	untuk	merelokasi	pusara
rombongan_keluarga_yang_datang	rombongan	keluarga	yang	datang
keluarga_yang_datang_dari	keluarga	yang	datang	dari
yang_datang_dari_wilayah	yang	datang	dari	wilayah
datang_dari_wilayah_Jabodetabek	datang	dari	wilayah	Jabodetabek
diknas_red_sudah_datang	diknas	red	sudah	datang
red_sudah_datang_menanyakan	red	sudah	datang	menanyakan
sudah_datang_menanyakan_soal	sudah	datang	menanyakan	soal
datang_menanyakan_soal_proses	datang	menanyakan	soal	proses
dengan_upacara_selamat_datang	dengan	upacara	selamat	datang
upacara_selamat_datang_dan	upacara	selamat	datang	dan
selamat_datang_dan_mendapatkan	selamat	datang	dan	mendapatkan
datang_dan_mendapatkan_kalungan	datang	dan	mendapatkan	kalungan
berkata_kapan_akan_datang	berkata	kapan	akan	datang
kapan_akan_datang_pertolongan	kapan	akan	datang	pertolongan
akan_datang_pertolongan_kemenangan	akan	datang	pertolongan	kemenangan
datang_pertolongan_kemenangan_dari	datang	pertolongan	kemenangan	dari
ini_pemberitaan_selalu_datang	ini	pemberitaan	selalu	datang
pemberitaan_selalu_datang_dari	pemberitaan	selalu	datang	dari
selalu_datang_dari_satu	selalu	datang	dari	satu
datang_dari_satu_sisi	datang	dari	satu	sisi
tapi_saat_kami_datang	tapi	saat	kami	datang
saat_kami_datang_mereka	saat	kami	datang	mereka
kami_datang_mereka_sedang	kami	datang	mereka	sedang
datang_mereka_sedang_duduk-duduk	datang	mereka	sedang	duduk-duduk
Mereka_hanya_datang_pada	Mereka	hanya	datang	pada
hanya_datang_pada_saat	hanya	datang	pada	saat
datang_pada_saat_acara	datang	pada	saat	acara
Mereka_hanya_datang_pada	Mereka	hanya	datang	pada
hanya_datang_pada_saat	hanya	datang	pada	saat
datang_pada_saat_acara	datang	pada	saat	acara
saja_yang_berusaha_datang	saja	yang	berusaha	datang
yang_berusaha_datang_kemari	yang	berusaha	datang	kemari
berusaha_datang_kemari_dengan	berusaha	datang	kemari	dengan
datang_kemari_dengan_perahu	datang	kemari	dengan	perahu
Mereka_ini_datang_atas	Mereka	ini	datang	atas
ini_datang_atas_permintaan	ini	datang	atas	permintaan
datang_atas_permintaan_kementerian	datang	atas	permintaan	kementerian
ujar_Agus_yang_datang	ujar	Agus	yang	datang
Agus_yang_datang_dari	Agus	yang	datang	dari
yang_datang_dari_Bekasi	yang	datang	dari	Bekasi
datang_dari_Bekasi_Jawa	datang	dari	Bekasi	Jawa
mungkin_yang_terlanjur_datang	mungkin	yang	terlanjur	datang
yang_terlanjur_datang_ke	yang	terlanjur	datang	ke
terlanjur_datang_ke_Bandara	terlanjur	datang	ke	Bandara
datang_ke_Bandara_tukasnya	datang	ke	Bandara	tukasnya
Mere-ka_jarang_datang_ke	Mere-ka	jarang	datang	ke
jarang_datang_ke_kantor	jarang	datang	ke	kantor
datang_ke_kantor_dan	datang	ke	kantor	dan
Mereka_jauh-jauh_datang_ke	Mereka	jauh-jauh	datang	ke
jauh-jauh_datang_ke_Jakarta	jauh-jauh	datang	ke	Jakarta
datang_ke_Jakarta_bukan	datang	ke	Jakarta	bukan
motor_RX-King_dan_datang	motor	RX-King	dan	datang
RX-King_dan_datang_ke	RX-King	dan	datang	ke
dan_datang_ke_warga	dan	datang	ke	warga
datang_ke_warga_Toboko	datang	ke	warga	Toboko
hadiri_acara_agar_datang	hadiri	acara	agar	datang
acara_agar_datang_lebih	acara	agar	datang	lebih
agar_datang_lebih_awal	agar	datang	lebih	awal
datang_lebih_awal_dan	datang	lebih	awal	dan
Mereka_kan_datang_ke	Mereka	kan	datang	ke
kan_datang_ke_sini	kan	datang	ke	sini
datang_ke_sini_untuk	datang	ke	sini	untuk
Mereka_kebanyakan_datang_karena	Mereka	kebanyakan	datang	karena
kebanyakan_datang_karena_ingin	kebanyakan	datang	karena	ingin
datang_karena_ingin_merayakan	datang	karena	ingin	merayakan
Mereka_langsung_datang_dari	Mereka	langsung	datang	dari
langsung_datang_dari_Taiwan	langsung	datang	dari	Taiwan
datang_dari_Taiwan_dan	datang	dari	Taiwan	dan
lanjut_Paruntu_biasanya_datang	lanjut	Paruntu	biasanya	datang
Paruntu_biasanya_datang_diam-diam	Paruntu	biasanya	datang	diam-diam
biasanya_datang_diam-diam_dan	biasanya	datang	diam-diam	dan
datang_diam-diam_dan_baru	datang	diam-diam	dan	baru
Mereka_lebih_banyak_datang	Mereka	lebih	banyak	datang
lebih_banyak_datang_saat	lebih	banyak	datang	saat
banyak_datang_saat_hari	banyak	datang	saat	hari
datang_saat_hari_kerja	datang	saat	hari	kerja
pasti_me-reka_akan_datang	pasti	me-reka	akan	datang
me-reka_akan_datang_ujar	me-reka	akan	datang	ujar
akan_datang_ujar_Watuna	akan	datang	ujar	Watuna
datang_ujar_Watuna_kepada	datang	ujar	Watuna	kepada
memberitahu_tidak_bisa_datang	memberitahu	tidak	bisa	datang
tidak_bisa_datang_dan	tidak	bisa	datang	dan
bisa_datang_dan_ingin	bisa	datang	dan	ingin
datang_dan_ingin_agar	datang	dan	ingin	agar
menyambut_tamu_yang_datang	menyambut	tamu	yang	datang
Mereka_mengaku_datang_dari	Mereka	mengaku	datang	dari
mengaku_datang_dari_Indragiri	mengaku	datang	dari	Indragiri
datang_dari_Indragiri_Hilir	datang	dari	Indragiri	Hilir
Mereka_mengaku_datang_ke	Mereka	mengaku	datang	ke
mengaku_datang_ke_Entikong	mengaku	datang	ke	Entikong
datang_ke_Entikong_yang	datang	ke	Entikong	yang
Indonesia_jang_akan_datang	Indonesia	jang	akan	datang
jang_akan_datang_di	jang	akan	datang	di
akan_datang_di_Djepang	akan	datang	di	Djepang
datang_di_Djepang_dalam	datang	di	Djepang	dalam
bulan_jang_akan_datang	bulan	jang	akan	datang
jang_akan_datang_ini	jang	akan	datang	ini
Mereka_mengklaim_datang_atas	Mereka	mengklaim	datang	atas
mengklaim_datang_atas_keinginan	mengklaim	datang	atas	keinginan
datang_atas_keinginan_sendiri	datang	atas	keinginan	sendiri
Mereka_mengklaim_datang_atas	Mereka	mengklaim	datang	atas
mengklaim_datang_atas_keinginan	mengklaim	datang	atas	keinginan
datang_atas_keinginan_sendiri	datang	atas	keinginan	sendiri
lima_orang_itu_datang	lima	orang	itu	datang
orang_itu_datang_dari	orang	itu	datang	dari
itu_datang_dari_usia	itu	datang	dari	usia
datang_dari_usia_yang	datang	dari	usia	yang
Mereka-mereka_ini_datang_dari	Mereka-mereka	ini	datang	dari
ini_datang_dari_berbagai	ini	datang	dari	berbagai
datang_dari_berbagai_tingkatan	datang	dari	berbagai	tingkatan
pada_tahun_ini_datang	pada	tahun	ini	datang
tahun_ini_datang_dari	tahun	ini	datang	dari
ini_datang_dari_arah	ini	datang	dari	arah
datang_dari_arah_laut	datang	dari	arah	laut
daratan_maka_rezeki_datang	daratan	maka	rezeki	datang
maka_rezeki_datang_dari	maka	rezeki	datang	dari
rezeki_datang_dari_daratan	rezeki	datang	dari	daratan
datang_dari_daratan_atau	datang	dari	daratan	atau
berperan_setelah_bencana_datang	berperan	setelah	bencana	datang
para_Mujahid_itu_datang	para	Mujahid	itu	datang
Mujahid_itu_datang_dengan	Mujahid	itu	datang	dengan
itu_datang_dengan_dorongan	itu	datang	dengan	dorongan
datang_dengan_dorongan_iman	datang	dengan	dorongan	iman
percaya_NW_akan_datang	percaya	NW	akan	datang
NW_akan_datang_membayar	NW	akan	datang	membayar
akan_datang_membayar_biaya	akan	datang	membayar	biaya
datang_membayar_biaya_penginapan	datang	membayar	biaya	penginapan
masa_yang_akan_datang	masa	yang	akan	datang
hujan_tetap_setia_datang	hujan	tetap	setia	datang
tetap_setia_datang_di	tetap	setia	datang	di
setia_datang_di_stadion	setia	datang	di	stadion
datang_di_stadion_puji	datang	di	stadion	puji
Mereka_rata-rata_datang_satu	Mereka	rata-rata	datang	satu
rata-rata_datang_satu_hingga	rata-rata	datang	satu	hingga
datang_satu_hingga_dua	datang	satu	hingga	dua
Mereka_rela_datang_lebih	Mereka	rela	datang	lebih
rela_datang_lebih_pagi	rela	datang	lebih	pagi
datang_lebih_pagi_sekitar	datang	lebih	pagi	sekitar
yakin_bakalan_bisa_datang	yakin	bakalan	bisa	datang
bakalan_bisa_datang_penonton	bakalan	bisa	datang	penonton
bisa_datang_penonton_yang	bisa	datang	penonton	yang
datang_penonton_yang_banyak	datang	penonton	yang	banyak
sejak_lama_telah_datang	sejak	lama	telah	datang
lama_telah_datang_ke	lama	telah	datang	ke
telah_datang_ke_nusantara	telah	datang	ke	nusantara
datang_ke_nusantara_untuk	datang	ke	nusantara	untuk
jumlah_mereka_yang_datang	jumlah	mereka	yang	datang
mereka_yang_datang_ke	mereka	yang	datang	ke
yang_datang_ke_Indonesia	yang	datang	ke	Indonesia
datang_ke_Indonesia_semakin	datang	ke	Indonesia	semakin
berbagai_negara_yang_datang	berbagai	negara	yang	datang
negara_yang_datang_pertama	negara	yang	datang	pertama
yang_datang_pertama_ke	yang	datang	pertama	ke
datang_pertama_ke_kota	datang	pertama	ke	kota
sekumpulan_pelajar_yang_datang	sekumpulan	pelajar	yang	datang
pelajar_yang_datang_ke	pelajar	yang	datang	ke
yang_datang_ke_tempat	yang	datang	ke	tempat
datang_ke_tempat_itu	datang	ke	tempat	itu
perahu_buku_keliling_datang	perahu	buku	keliling	datang
buku_keliling_datang_lagi	buku	keliling	datang	lagi
Mereka_sengaja_datang_ke	Mereka	sengaja	datang	ke
sengaja_datang_ke_Bangbarung	sengaja	datang	ke	Bangbarung
datang_ke_Bangbarung_untuk	datang	ke	Bangbarung	untuk
Mereka_sengaja_datang_untuk	Mereka	sengaja	datang	untuk
sengaja_datang_untuk_membawa	sengaja	datang	untuk	membawa
datang_untuk_membawa_misi	datang	untuk	membawa	misi
Mereka_sengaja_datang_untuk	Mereka	sengaja	datang	untuk
sengaja_datang_untuk_mengikuti	sengaja	datang	untuk	mengikuti
datang_untuk_mengikuti_Apel	datang	untuk	mengikuti	Apel
siapa_saja_yang_datang	siapa	saja	yang	datang
saja_yang_datang_di	saja	yang	datang	di
yang_datang_di_depan	yang	datang	di	depan
datang_di_depan_mereka	datang	di	depan	mereka
Mereka_siap_datang_dan	Mereka	siap	datang	dan
siap_datang_dan_menyaksikan	siap	datang	dan	menyaksikan
datang_dan_menyaksikan_langsung	datang	dan	menyaksikan	langsung
Mereka_sudah_datang_bebe-rapa	Mereka	sudah	datang	bebe-rapa
sudah_datang_bebe-rapa_hari	sudah	datang	bebe-rapa	hari
datang_bebe-rapa_hari_lalu	datang	bebe-rapa	hari	lalu
Mereka_sudah_datang_sejak	Mereka	sudah	datang	sejak
sudah_datang_sejak_Festival	sudah	datang	sejak	Festival
datang_sejak_Festival_Bahari	datang	sejak	Festival	Bahari
Mereka_sukarela_datang_ke	Mereka	sukarela	datang	ke
sukarela_datang_ke_lokasi	sukarela	datang	ke	lokasi
datang_ke_lokasi_bencana	datang	ke	lokasi	bencana
Pokemon_GO_untuk_datang	Pokemon	GO	untuk	datang
GO_untuk_datang_via	GO	untuk	datang	via
untuk_datang_via_sosmed	untuk	datang	via	sosmed
hari_pertama_saya_datang	hari	pertama	saya	datang
pertama_saya_datang_ke	pertama	saya	datang	ke
saya_datang_ke_sini	saya	datang	ke	sini
Mereka_tak_akan_datang	Mereka	tak	akan	datang
tak_akan_datang_kalau	tak	akan	datang	kalau
akan_datang_kalau_suasana	akan	datang	kalau	suasana
datang_kalau_suasana_tidak	datang	kalau	suasana	tidak
Mereka_tak_datang_sendiri	Mereka	tak	datang	sendiri
tak_datang_sendiri_tapi	tak	datang	sendiri	tapi
datang_sendiri_tapi_bersama	datang	sendiri	tapi	bersama
bahkan_malam_memilih_datang	bahkan	malam	memilih	datang
malam_memilih_datang_lebih	malam	memilih	datang	lebih
memilih_datang_lebih_awal	memilih	datang	lebih	awal
datang_lebih_awal_ke	datang	lebih	awal	ke
Mereka_tambah_Kambey_datang	Mereka	tambah	Kambey	datang
tambah_Kambey_datang_ke	tambah	Kambey	datang	ke
Kambey_datang_ke_dewan	Kambey	datang	ke	dewan
datang_ke_dewan_untuk	datang	ke	dewan	untuk
tambahnya_hanya_akan_datang	tambahnya	hanya	akan	datang
hanya_akan_datang_ke	hanya	akan	datang	ke
akan_datang_ke_bisokop	akan	datang	ke	bisokop
datang_ke_bisokop_jika	datang	ke	bisokop	jika
dan_mengatakan_batal_datang	dan	mengatakan	batal	datang
mengatakan_batal_datang_karena	mengatakan	batal	datang	karena
batal_datang_karena_kesulitan	batal	datang	karena	kesulitan
datang_karena_kesulitan_men-dapatkan	datang	karena	kesulitan	men-dapatkan
minta_supaya_kita_datang	minta	supaya	kita	datang
supaya_kita_datang_pada	supaya	kita	datang	pada
kita_datang_pada_mereka	kita	datang	pada	mereka
datang_pada_mereka_itu	datang	pada	mereka	itu
supaya_kita_semua_datang	supaya	kita	semua	datang
kita_semua_datang_pada	kita	semua	datang	pada
semua_datang_pada_mereka	semua	datang	pada	mereka
datang_pada_mereka_itu	datang	pada	mereka	itu
ditumpanginya_tak_kunjung_datang	ditumpanginya	tak	kunjung	datang
Mereka_tidak_ingin_datang	Mereka	tidak	ingin	datang
tidak_ingin_datang_ke	tidak	ingin	datang	ke
ingin_datang_ke_sini	ingin	datang	ke	sini
datang_ke_sini_dan	datang	ke	sini	dan
Nacional_tapi_mereka_datang	Nacional	tapi	mereka	datang
tapi_mereka_datang_untuk	tapi	mereka	datang	untuk
mereka_datang_untuk_memberikan	mereka	datang	untuk	memberikan
datang_untuk_memberikan_semuanya	datang	untuk	memberikan	semuanya
Mereka_umumnya_datang_dengan	Mereka	umumnya	datang	dengan
umumnya_datang_dengan_ken-daraan	umumnya	datang	dengan	ken-daraan
datang_dengan_ken-daraan_pribadi	datang	dengan	ken-daraan	pribadi
Mereka_umumnya_datang_pada	Mereka	umumnya	datang	pada
umumnya_datang_pada_abad	umumnya	datang	pada	abad
datang_pada_abad_dan	datang	pada	abad	dan
sehingga_mendorong_masyarakat_datang	sehingga	mendorong	masyarakat	datang
mendorong_masyarakat_datang_pada	mendorong	masyarakat	datang	pada
masyarakat_datang_pada_acara	masyarakat	datang	pada	acara
datang_pada_acara_yang	datang	pada	acara	yang
Mereka_yang_akan_datang	Mereka	yang	akan	datang
yang_akan_datang_ter-sebut	yang	akan	datang	ter-sebut
akan_datang_ter-sebut_di	akan	datang	ter-sebut	di
datang_ter-sebut_di_antaranya	datang	ter-sebut	di	antaranya
Mereka_yang_berencana_datang	Mereka	yang	berencana	datang
yang_berencana_datang_dan	yang	berencana	datang	dan
berencana_datang_dan_tinggal	berencana	datang	dan	tinggal
datang_dan_tinggal_di	datang	dan	tinggal	di
Jakarta_saja_untuk_datang	Jakarta	saja	untuk	datang
saja_untuk_datang_ke	saja	untuk	datang	ke
untuk_datang_ke_Jakarta	untuk	datang	ke	Jakarta
datang_ke_Jakarta_saya	datang	ke	Jakarta	saya
Mereka_yang_datang_adalah	Mereka	yang	datang	adalah
yang_datang_adalah_atlet	yang	datang	adalah	atlet
datang_adalah_atlet_yang	datang	adalah	atlet	yang
Mereka_yang_datang_akan	Mereka	yang	datang	akan
yang_datang_akan_jadi	yang	datang	akan	jadi
datang_akan_jadi_juru	datang	akan	jadi	juru
Mereka_yang_datang_berasal	Mereka	yang	datang	berasal
yang_datang_berasal_dari	yang	datang	berasal	dari
datang_berasal_dari_beberapa	datang	berasal	dari	beberapa
Mereka_yang_datang_berasal	Mereka	yang	datang	berasal
yang_datang_berasal_dari	yang	datang	berasal	dari
datang_berasal_dari_Warga	datang	berasal	dari	Warga
Mereka_yang_datang_dari	Mereka	yang	datang	dari
yang_datang_dari_provinsi	yang	datang	dari	provinsi
datang_dari_provinsi_di	datang	dari	provinsi	di
Mereka_yang_datang_hanya	Mereka	yang	datang	hanya
yang_datang_hanya_ingin	yang	datang	hanya	ingin
datang_hanya_ingin_melakukan	datang	hanya	ingin	melakukan
Mereka_yang_datang_itu	Mereka	yang	datang	itu
yang_datang_itu_bisa	yang	datang	itu	bisa
datang_itu_bisa_mencicipi	datang	itu	bisa	mencicipi
Mereka_yang_datang_jangan	Mereka	yang	datang	jangan
yang_datang_jangan_corat-coret	yang	datang	jangan	corat-coret
datang_jangan_corat-coret_warisan	datang	jangan	corat-coret	warisan
Mereka_yang_datang_ke	Mereka	yang	datang	ke
yang_datang_ke_sini	yang	datang	ke	sini
datang_ke_sini_bukan	datang	ke	sini	bukan
Mereka_yang_datang_kesini	Mereka	yang	datang	kesini
yang_datang_kesini_terkadang	yang	datang	kesini	terkadang
datang_kesini_terkadang_sudah	datang	kesini	terkadang	sudah
Mereka_yang_datang_ke	Mereka	yang	datang	ke
yang_datang_ke_Tiongkok	yang	datang	ke	Tiongkok
datang_ke_Tiongkok_juga	datang	ke	Tiongkok	juga
Mereka_yang_datang_menurut	Mereka	yang	datang	menurut
yang_datang_menurut_dia	yang	datang	menurut	dia
datang_menurut_dia_adalah	datang	menurut	dia	adalah
Mereka_yang_datang_sebagai	Mereka	yang	datang	sebagai
yang_datang_sebagai_peserta	yang	datang	sebagai	peserta
datang_sebagai_peserta_terdiri	datang	sebagai	peserta	terdiri
Mereka_yang_datang_tidak	Mereka	yang	datang	tidak
yang_datang_tidak_hanya	yang	datang	tidak	hanya
datang_tidak_hanya_dari	datang	tidak	hanya	dari
Mereka_yang_datang_tidaklah	Mereka	yang	datang	tidaklah
yang_datang_tidaklah_berpakaian	yang	datang	tidaklah	berpakaian
datang_tidaklah_berpakaian_rapi	datang	tidaklah	berpakaian	rapi
Mereka_yang_jauh-jauh_datang	Mereka	yang	jauh-jauh	datang
yang_jauh-jauh_datang_ke	yang	jauh-jauh	datang	ke
jauh-jauh_datang_ke_Jogja	jauh-jauh	datang	ke	Jogja
datang_ke_Jogja_untuk	datang	ke	Jogja	untuk
terlebih_dahulu_tinggal_datang	terlebih	dahulu	tinggal	datang
dan_simpatinya_tidak_datang	dan	simpatinya	tidak	datang
simpatinya_tidak_datang_takziyah	simpatinya	tidak	datang	takziyah
yang_semula_bermaksud_datang	yang	semula	bermaksud	datang
semula_bermaksud_datang_ke	semula	bermaksud	datang	ke
bermaksud_datang_ke_Makodim	bermaksud	datang	ke	Makodim
datang_ke_Makodim_untuk	datang	ke	Makodim	untuk
suka_surfing_silahkan_datang	suka	surfing	silahkan	datang
surfing_silahkan_datang_ke	surfing	silahkan	datang	ke
silahkan_datang_ke_Mentawai	silahkan	datang	ke	Mentawai
datang_ke_Mentawai_yang	datang	ke	Mentawai	yang
Mereka_yang_terlihat_datang	Mereka	yang	terlihat	datang
yang_terlihat_datang_bu-kan	yang	terlihat	datang	bu-kan
terlihat_datang_bu-kan_hanya	terlihat	datang	bu-kan	hanya
datang_bu-kan_hanya_warga	datang	bu-kan	hanya	warga
jumlah_migran_yang_datang	jumlah	migran	yang	datang
begitu_dia_menampik_datang	begitu	dia	menampik	datang
dia_menampik_datang_sebagai	dia	menampik	datang	sebagai
menampik_datang_sebagai_tamu	menampik	datang	sebagai	tamu
datang_sebagai_tamu_parpol	datang	sebagai	tamu	parpol
mengundang_Venna_untuk_datang	mengundang	Venna	untuk	datang
begitu_peserta_yang_datang	begitu	peserta	yang	datang
peserta_yang_datang_cukup	peserta	yang	datang	cukup
yang_datang_cukup_antusias	yang	datang	cukup	antusias
datang_cukup_antusias_untuk	datang	cukup	antusias	untuk
yang_sedang_mengalami_datang	yang	sedang	mengalami	datang
sedang_mengalami_datang_bulan	sedang	mengalami	datang	bulan
ada_korban_yang_datang	ada	korban	yang	datang
korban_yang_datang_melaporkan	korban	yang	datang	melaporkan
yang_datang_melaporkan_diri	yang	datang	melaporkan	diri
datang_melaporkan_diri_secara	datang	melaporkan	diri	secara
saudara_atau_keluarganya_datang	saudara	atau	keluarganya	datang
Meski_datang_agak_terlambat	Meski	datang	agak	terlambat
datang_agak_terlambat_karena	datang	agak	terlambat	karena
Meski_datang_bukan_untuk	Meski	datang	bukan	untuk
datang_bukan_untuk_berjualan	datang	bukan	untuk	berjualan
Meski_datang_dengan_berjalan	Meski	datang	dengan	berjalan
datang_dengan_berjalan_kaki	datang	dengan	berjalan	kaki
beberapa_dukungan_juga_datang	beberapa	dukungan	juga	datang
dukungan_juga_datang_dari	dukungan	juga	datang	dari
juga_datang_dari_banyak	juga	datang	dari	banyak
